N,Gp,mu,R(J/(K*g)),tau,g(m/s^2),beta,Betav1,Betav2,Betav3,T_irr,P_H(Pa),Gv1,Gv2,Gv3,Gamma1,Gamma2,sigma,P(Pa),Kappa,T,rho,pkpt,pkpr,J1,J2,H1,H2
  73,0.139E+02,0.577E+00,  3522.881, 0.370E+04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.658E-02,0.658E+07,0.777E-02,.14192E+04,0.132E+01,   6.86364,   0.03213,    0.2261144668E+06,    0.1171157657E+05,    0.6957638244E-01,    0.1284036356E+01
  74,0.139E+02,0.577E+00,  3522.881, 0.494E+04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.792E-02,0.792E+07,0.862E-02,.14273E+04,0.158E+01,   6.50128,   0.03644,    0.2826268010E+06,    0.1197984457E+05,    0.6957638244E-01,    0.1284036356E+01
  75,0.139E+02,0.577E+00,  3522.881, 0.659E+04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.955E-02,0.955E+07,0.955E-02,.14378E+04,0.188E+01,   6.08197,   0.04114,    0.3580400797E+06,    0.1233783668E+05,    0.6957638244E-01,    0.1284036356E+01
  76,0.139E+02,0.577E+00,  3522.881, 0.879E+04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.115E-01,0.115E+08,0.106E-01,.14515E+04,0.225E+01,   5.59554,   0.04625,    0.4586394709E+06,    0.1281538902E+05,    0.6957638244E-01,    0.1284036356E+01
  77,0.139E+02,0.577E+00,  3522.881, 0.117E+05, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.138E-01,0.138E+08,0.117E-01,.14692E+04,0.268E+01,   5.03019,   0.05180,    0.5928111550E+06,    0.1345231138E+05,    0.6957638244E-01,    0.1284036356E+01
  78,0.139E+02,0.577E+00,  3522.881, 0.157E+05, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.167E-01,0.167E+08,0.130E-01,.14919E+04,0.317E+01,   4.37248,   0.05785,    0.7717993026E+06,    0.1430198063E+05,    0.6957638244E-01,    0.1284036356E+01
  79,0.139E+02,0.577E+00,  3522.881, 0.209E+05, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.201E-01,0.201E+08,0.144E-01,.15207E+04,0.375E+01,   3.60730,   0.06444,    0.1010813715E+07,    0.1543659876E+05,    0.6957638244E-01,    0.1284036356E+01
  80,0.139E+02,0.577E+00,  3522.881, 0.279E+05, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.242E-01,0.242E+08,0.160E-01,.15568E+04,0.441E+01,   2.71787,   0.07168,    0.1330718103E+07,    0.1695520725E+05,    0.6957638244E-01,    0.1284036356E+01
  81,0.139E+02,0.577E+00,  3522.881, 0.373E+05, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.292E-01,0.292E+08,0.178E-01,.16017E+04,0.517E+01,   1.68570,   0.07975,    0.1760709520E+07,    0.1899640656E+05,    0.6957638244E-01,    0.1284036356E+01
  82,0.139E+02,0.577E+00,  3522.881, 0.501E+05, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.351E-01,0.351E+08,0.200E-01,.16570E+04,0.602E+01,   0.49030,   0.08889,    0.2342736969E+07,    0.2175933154E+05,    0.6957638244E-01,    0.1284036356E+01
  83,0.139E+02,0.577E+00,  3522.881, 0.676E+05, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.423E-01,0.423E+08,0.228E-01,.17247E+04,0.696E+01,  -0.89134,   0.09952,    0.3139081950E+07,    0.2553963683E+05,    0.6957638244E-01,    0.1284036356E+01
  84,0.139E+02,0.577E+00,  3522.881, 0.918E+05, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.509E-01,0.509E+08,0.263E-01,.18073E+04,0.800E+01,  -2.48574,   0.11225,    0.4246000421E+07,    0.3079425618E+05,    0.6957638244E-01,    0.1284036356E+01
  85,0.139E+02,0.577E+00,  3522.881, 0.126E+06, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.614E-01,0.614E+08,0.310E-01,.18968E+04,0.918E+01,  -4.32418,   0.12803,    0.5819876456E+07,    0.3826555573E+05,    0.6957638244E-01,    0.1284036356E+01
  86,0.139E+02,0.577E+00,  3522.881, 0.177E+06, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.739E-01,0.739E+08,0.378E-01,.19896E+04,0.105E+02,  -6.44380,   0.14826,    0.8131702739E+07,    0.4923995670E+05,    0.6957638244E-01,    0.1284036356E+01
  87,0.139E+02,0.577E+00,  3522.881, 0.255E+06, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.890E-01,0.890E+08,0.483E-01,.20857E+04,0.121E+02,  -8.88671,   0.17509,    0.1169319424E+08,    0.6614660578E+05,    0.6957638244E-01,    0.1284036356E+01
  88,0.139E+02,0.577E+00,  3522.881, 0.385E+06, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.107E+00,0.107E+09,0.665E-01,.21853E+04,0.139E+02, -11.69237,   0.21175,    0.1759188815E+08,    0.9414811809E+05,    0.6957638244E-01,    0.1284036356E+01
  89,0.139E+02,0.577E+00,  3522.881, 0.625E+06, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.129E+00,0.129E+09,0.103E+00,.22881E+04,0.160E+02, -14.86840,   0.26301,    0.2858024620E+08,    0.1463106219E+06,    0.6957638244E-01,    0.1284036356E+01
  90,0.139E+02,0.577E+00,  3522.881, 0.118E+07, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.156E+00,0.156E+09,0.198E+00,.23943E+04,0.184E+02, -18.29605,   0.33505,    0.5406956907E+08,    0.2673102192E+06,    0.6957638244E-01,    0.1284036356E+01
  91,0.139E+02,0.577E+00,  3522.881, 0.351E+07, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.187E+00,0.187E+09,0.683E+00,.25037E+04,0.212E+02, -21.46239,   0.43120,    0.1600033273E+09,    0.7701851743E+06,    0.6957638244E-01,    0.1284036356E+01
  92,0.139E+02,0.577E+00,  3522.881, 0.570E+10, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.226E+00,0.226E+09,0.139E+04,.26163E+04,0.245E+02, -23.01805,   0.52881,    0.2601301647E+12,    0.1234866713E+10,    0.6957638244E-01,    0.1284036356E+01
  93,0.139E+02,0.577E+00,  3522.881, 0.493E+17, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.272E+00,0.272E+09,0.100E+11,.27322E+04,0.282E+02, -22.07703,   0.52232,    0.2249740441E+19,    0.1067967513E+17,    0.6957638244E-01,    0.1284036356E+01
  94,0.139E+02,0.577E+00,  3522.881, 0.109E+18, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.327E+00,0.327E+09,0.100E+11,.28511E+04,0.326E+02, -20.33378,   0.45052,    0.4959560455E+19,    0.2354338015E+17,    0.6957638244E-01,    0.1284036356E+01
  95,0.139E+02,0.577E+00,  3522.881, 0.180E+18, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.394E+00,0.394E+09,0.100E+11,.29729E+04,0.377E+02, -20.17070,   0.44697,    0.8223548254E+19,    0.3903775838E+17,    0.6957638244E-01,    0.1284036356E+01
  96,0.139E+02,0.577E+00,  3522.881, 0.267E+18, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.475E+00,0.475E+09,0.100E+11,.30977E+04,0.435E+02, -20.03726,   0.44469,    0.1215503311E+20,    0.5770079182E+17,    0.6957638244E-01,    0.1284036356E+01
  97,0.139E+02,0.577E+00,  3522.881, 0.370E+18, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.572E+00,0.572E+09,0.100E+11,.32251E+04,0.504E+02, -19.91579,   0.44294,    0.1689052055E+20,    0.8018048166E+17,    0.6957638244E-01,    0.1284036356E+01
  98,0.139E+02,0.577E+00,  3522.881, 0.495E+18, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.689E+00,0.689E+09,0.100E+11,.33552E+04,0.583E+02, -19.80074,   0.44146,    0.2259443192E+20,    0.1072573477E+18,    0.6957638244E-01,    0.1284036356E+01
  99,0.139E+02,0.577E+00,  3522.881, 0.646E+18, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.830E+00,0.830E+09,0.100E+11,.34877E+04,0.676E+02, -19.68965,   0.44015,    0.2946481337E+20,    0.1398715286E+18,    0.6957638244E-01,    0.1284036356E+01
 100,0.139E+02,0.577E+00,  3522.881, 0.828E+18, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.100E+01,0.100E+10,0.100E+11,.36225E+04,0.784E+02, -19.58121,   0.43896,    0.3774021214E+20,    0.1791554251E+18,    0.6957638244E-01,    0.1284036356E+01
