N,Gp,mu,R(J/(K*g)),tau,g(m/s^2),beta,Betav1,Betav2,Betav3,T_irr,P_H(Pa),Gv1,Gv2,Gv3,Gamma1,Gamma2,sigma,P(Pa),Kappa,T,rho,pkpt,pkpr,J1,J2,H1,H2
  26,0.139E+02,0.577E+00,  3522.881, 0.141E-01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.105E-05,0.105E+04,0.200E-03,.74737E+03,0.398E-03,  30.24201,  -0.03005,    0.4539094047E+04,    0.3916975619E+04,    0.1770466161E+04,    0.2217167729E+04
  27,0.139E+02,0.577E+00,  3522.881, 0.194E-01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.126E-05,0.126E+04,0.230E-03,.76465E+03,0.468E-03,  29.65702,  -0.02926,    0.4996636692E+04,    0.3922888915E+04,    0.1752026404E+04,    0.2219812902E+04
  28,0.139E+02,0.577E+00,  3522.881, 0.268E-01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.152E-05,0.152E+04,0.266E-03,.78668E+03,0.548E-03,  28.91619,  -0.02828,    0.5626145659E+04,    0.3931138796E+04,    0.1726634544E+04,    0.2223379894E+04
  29,0.139E+02,0.577E+00,  3522.881, 0.371E-01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.183E-05,0.183E+04,0.311E-03,.81436E+03,0.638E-03,  27.99584,  -0.02708,    0.6496272675E+04,    0.3942765955E+04,    0.1691495016E+04,    0.2228168445E+04
  30,0.139E+02,0.577E+00,  3522.881, 0.489E-01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.221E-05,0.221E+04,0.295E-03,.84234E+03,0.743E-03,  26.74848,  -0.02582,    0.7470564531E+04,    0.3956105068E+04,    0.1652089086E+04,    0.2233327794E+04
  31,0.139E+02,0.577E+00,  3522.881, 0.626E-01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.266E-05,0.266E+04,0.284E-03,.87090E+03,0.866E-03,  25.66818,  -0.02476,    0.8570246353E+04,    0.3971585903E+04,    0.1607532947E+04,    0.2238882789E+04
  32,0.139E+02,0.577E+00,  3522.881, 0.786E-01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.320E-05,0.320E+04,0.276E-03,.90023E+03,0.101E-02,  24.59996,  -0.02370,    0.9818324924E+04,    0.3989731302E+04,    0.1556858588E+04,    0.2244824784E+04
  33,0.139E+02,0.577E+00,  3522.881, 0.975E-01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.385E-05,0.385E+04,0.270E-03,.93049E+03,0.118E-02,  23.53684,  -0.02262,    0.1123996437E+05,    0.4011192905E+04,    0.1498993488E+04,    0.2251094737E+04
  34,0.139E+02,0.577E+00,  3522.881, 0.120E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.464E-05,0.464E+04,0.267E-03,.96175E+03,0.137E-02,  22.47461,  -0.02153,    0.1286252498E+05,    0.4036797776E+04,    0.1432751544E+04,    0.2257555096E+04
  35,0.139E+02,0.577E+00,  3522.881, 0.147E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.559E-05,0.559E+04,0.266E-03,.99408E+03,0.160E-02,  21.41118,  -0.02043,    0.1471515507E+05,    0.4067612381E+04,    0.1356838632E+04,    0.2263945192E+04
  36,0.139E+02,0.577E+00,  3522.881, 0.180E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.673E-05,0.673E+04,0.267E-03,.10275E+04,0.186E-02,  20.34626,  -0.01931,    0.1682767323E+05,    0.4105032937E+04,    0.1269881898E+04,    0.2269811402E+04
  37,0.139E+02,0.577E+00,  3522.881, 0.219E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.811E-05,0.811E+04,0.271E-03,.10618E+04,0.217E-02,  19.28131,  -0.01818,    0.1922822678E+05,    0.4150914942E+04,    0.1170501534E+04,    0.2274398088E+04
  38,0.139E+02,0.577E+00,  3522.881, 0.269E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.977E-05,0.977E+04,0.279E-03,.10970E+04,0.253E-02,  18.21970,  -0.01704,    0.2193874891E+05,    0.4207758238E+04,    0.1057462215E+04,    0.2276477830E+04
  39,0.139E+02,0.577E+00,  3522.881, 0.331E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.118E-04,0.118E+05,0.290E-03,.11326E+04,0.295E-02,  17.16721,  -0.01589,    0.2496646021E+05,    0.4278963352E+04,    0.9299741773E+03,    0.2274091582E+04
  40,0.139E+02,0.577E+00,  3522.881, 0.409E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.142E-04,0.142E+05,0.305E-03,.11682E+04,0.344E-02,  16.13306,  -0.01475,    0.2828870642E+05,    0.4369159042E+04,    0.7882589780E+03,    0.2264170898E+04
  41,0.139E+02,0.577E+00,  3522.881, 0.511E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.171E-04,0.171E+05,0.327E-03,.12029E+04,0.403E-02,  15.13153,  -0.01363,    0.3182839188E+05,    0.4484548409E+04,    0.6345161406E+03,    0.2242055702E+04
  42,0.139E+02,0.577E+00,  3522.881, 0.643E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.206E-04,0.206E+05,0.354E-03,.12352E+04,0.473E-02,  14.18438,  -0.01254,    0.3542150502E+05,    0.4633104674E+04,    0.4743006760E+03,    0.2201065201E+04
  43,0.139E+02,0.577E+00,  3522.881, 0.817E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.248E-04,0.248E+05,0.388E-03,.12633E+04,0.557E-02,  13.32315,  -0.01151,    0.3879235029E+05,    0.4824279112E+04,    0.3178201632E+03,    0.2132589228E+04
  44,0.139E+02,0.577E+00,  3522.881, 0.105E+01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.298E-04,0.298E+05,0.427E-03,.12852E+04,0.659E-02,  12.58918,  -0.01059,    0.4157590341E+05,    0.5067816700E+04,    0.1797274943E+03,    0.2027516318E+04
  45,0.139E+02,0.577E+00,  3522.881, 0.136E+01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.359E-04,0.359E+05,0.472E-03,.12991E+04,0.785E-02,  12.02721,  -0.00982,    0.4343400816E+05,    0.5371634137E+04,    0.7551244466E+02,    0.1879598704E+04
  46,0.139E+02,0.577E+00,  3522.881, 0.176E+01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.433E-04,0.433E+05,0.519E-03,.13050E+04,0.942E-02,  11.66922,  -0.00922,    0.4425305218E+05,    0.5739573102E+04,    0.1449672100E+02,    0.1689846623E+04
  47,0.139E+02,0.577E+00,  3522.881, 0.230E+01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.521E-04,0.521E+05,0.571E-03,.13051E+04,0.113E-01,  11.51082,  -0.00879,    0.4429541587E+05,    0.6170352870E+04,   -0.6335855409E+01,    0.1469030758E+04
  48,0.139E+02,0.577E+00,  3522.881, 0.302E+01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.628E-04,0.628E+05,0.629E-03,.13037E+04,0.137E-01,  11.49313,  -0.00846,    0.4414086329E+05,    0.6658180072E+04,   -0.1689442185E+01,    0.1235477044E+04
  49,0.139E+02,0.577E+00,  3522.881, 0.397E+01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.756E-04,0.756E+05,0.692E-03,.13053E+04,0.165E-01,  11.50963,  -0.00813,    0.4440241716E+05,    0.7194087314E+04,    0.1059086861E+02,    0.1008483884E+04
  50,0.139E+02,0.577E+00,  3522.881, 0.523E+01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.911E-04,0.911E+05,0.763E-03,.13124E+04,0.197E-01,  11.44963,  -0.00768,    0.4542479298E+05,    0.7766856923E+04,    0.1912251821E+02,    0.8013630847E+03
  51,0.139E+02,0.577E+00,  3522.881, 0.691E+01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.110E-03,0.110E+06,0.841E-03,.13246E+04,0.235E-01,  11.25404,  -0.00708,    0.4720673848E+05,    0.8362603664E+04,    0.2127496193E+02,    0.6187685241E+03
  52,0.139E+02,0.577E+00,  3522.881, 0.913E+01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.132E-03,0.132E+06,0.927E-03,.13400E+04,0.280E-01,  10.93258,  -0.00632,    0.4952199114E+05,    0.8961989610E+04,    0.1882019577E+02,    0.4591257989E+03
  53,0.139E+02,0.577E+00,  3522.881, 0.121E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.159E-03,0.159E+06,0.102E-02,.13560E+04,0.333E-01,  10.53624,  -0.00544,    0.5204430328E+05,    0.9535607531E+04,    0.1414505303E+02,    0.3197396476E+03
  54,0.139E+02,0.577E+00,  3522.881, 0.160E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.192E-03,0.192E+06,0.113E-02,.13704E+04,0.397E-01,  10.12651,  -0.00451,    0.5443506509E+05,    0.1004262426E+05,    0.9156883165E+01,    0.2017260349E+03
  55,0.139E+02,0.577E+00,  3522.881, 0.212E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.231E-03,0.231E+06,0.125E-02,.13815E+04,0.475E-01,   9.75690,  -0.00355,    0.5643084260E+05,    0.1044048866E+05,    0.5046095606E+01,    0.1104353919E+03
  56,0.139E+02,0.577E+00,  3522.881, 0.282E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.278E-03,0.278E+06,0.137E-02,.13888E+04,0.569E-01,   9.46208,  -0.00260,    0.5791636056E+05,    0.1070515514E+05,    0.2293801907E+01,    0.5003340695E+02
  57,0.139E+02,0.577E+00,  3522.881, 0.374E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.335E-03,0.335E+06,0.152E-02,.13926E+04,0.683E-01,   9.25315,  -0.00165,    0.5895772011E+05,    0.1084681771E+05,    0.8316492162E+00,    0.1798599071E+02
  58,0.139E+02,0.577E+00,  3522.881, 0.497E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.404E-03,0.404E+06,0.167E-02,.13942E+04,0.822E-01,   9.11816,  -0.00069,    0.5976280171E+05,    0.1090474281E+05,    0.2530066333E+00,    0.5304177563E+01
  59,0.139E+02,0.577E+00,  3522.881, 0.660E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.486E-03,0.486E+06,0.185E-02,.13947E+04,0.990E-01,   9.02960,   0.00032,    0.6057328691E+05,    0.1092316215E+05,    0.9715774497E-01,    0.1888522097E+01
  60,0.139E+02,0.577E+00,  3522.881, 0.877E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.586E-03,0.586E+06,0.204E-02,.13949E+04,0.119E+00,   8.95891,   0.00142,    0.6157495699E+05,    0.1093028900E+05,    0.7179046591E-01,    0.1332561221E+01
  61,0.139E+02,0.577E+00,  3522.881, 0.117E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.705E-03,0.705E+06,0.226E-02,.13951E+04,0.144E+00,   8.88806,   0.00263,    0.6289585809E+05,    0.1093675924E+05,    0.6965329040E-01,    0.1285721906E+01
  62,0.139E+02,0.577E+00,  3522.881, 0.155E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.850E-03,0.850E+06,0.250E-02,.13954E+04,0.173E+00,   8.80984,   0.00397,    0.6465529811E+05,    0.1094511853E+05,    0.6957725538E-01,    0.1284055488E+01
  63,0.139E+02,0.577E+00,  3522.881, 0.207E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.102E-02,0.102E+07,0.277E-02,.13957E+04,0.208E+00,   8.72191,   0.00546,    0.6700161647E+05,    0.1095625675E+05,    0.6957638466E-01,    0.1284036404E+01
  64,0.139E+02,0.577E+00,  3522.881, 0.275E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.123E-02,0.123E+07,0.307E-02,.13962E+04,0.251E+00,   8.62287,   0.00710,    0.7013206079E+05,    0.1097111719E+05,    0.6957638244E-01,    0.1284036356E+01
  65,0.139E+02,0.577E+00,  3522.881, 0.367E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.148E-02,0.148E+07,0.340E-02,.13968E+04,0.302E+00,   8.51123,   0.00893,    0.7431033667E+05,    0.1099095176E+05,    0.6957638244E-01,    0.1284036356E+01
  66,0.139E+02,0.577E+00,  3522.881, 0.489E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.179E-02,0.179E+07,0.377E-02,.13977E+04,0.363E+00,   8.38520,   0.01094,    0.7988903922E+05,    0.1101743425E+05,    0.6957638244E-01,    0.1284036356E+01
  67,0.139E+02,0.577E+00,  3522.881, 0.653E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.215E-02,0.215E+07,0.418E-02,.13988E+04,0.437E+00,   8.24273,   0.01317,    0.8733955212E+05,    0.1105280235E+05,    0.6957638244E-01,    0.1284036356E+01
  68,0.139E+02,0.577E+00,  3522.881, 0.871E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.260E-02,0.260E+07,0.463E-02,.14003E+04,0.526E+00,   8.08132,   0.01562,    0.9729191162E+05,    0.1110004690E+05,    0.6957638244E-01,    0.1284036356E+01
  69,0.139E+02,0.577E+00,  3522.881, 0.116E+04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.313E-02,0.313E+07,0.514E-02,.14023E+04,0.633E+00,   7.89803,   0.01833,    0.1105878880E+06,    0.1116316383E+05,    0.6957638244E-01,    0.1284036356E+01
  70,0.139E+02,0.577E+00,  3522.881, 0.155E+04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.376E-02,0.376E+07,0.570E-02,.14049E+04,0.761E+00,   7.68932,   0.02132,    0.1283515583E+06,    0.1124748921E+05,    0.6957638244E-01,    0.1284036356E+01
  71,0.139E+02,0.577E+00,  3522.881, 0.207E+04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.453E-02,0.453E+07,0.632E-02,.14084E+04,0.914E+00,   7.45093,   0.02460,    0.1520829803E+06,    0.1136014393E+05,    0.6957638244E-01,    0.1284036356E+01
  72,0.139E+02,0.577E+00,  3522.881, 0.277E+04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+10,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.546E-02,0.546E+07,0.701E-02,.14131E+04,0.110E+01,   7.17775,   0.02819,    0.1837823521E+06,    0.1151062306E+05,    0.6957638244E-01,    0.1284036356E+01
