N,Gp,mu,R(J/(K*g)),tau,g(m/s^2),beta,Betav1,Betav2,Betav3,T_irr,P_H(Pa),Gv1,Gv2,Gv3,Gamma1,Gamma2,sigma,P(Pa),Kappa,T,rho,pkpt,pkpr,J1,J2,H1,H2
  81,0.139E+02,0.577E+00,  3522.881, 0.266E+01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.110E+00,0.110E+06,0.857E-03,.13103E+04,0.238E-01,  11.27307,  -0.00701,    0.4501888748E+05,    0.6543553805E+04,   -0.6765758615E+01,    0.1364633528E+04
  82,0.139E+02,0.577E+00,  3522.881, 0.316E+01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.123E+00,0.123E+06,0.912E-03,.13096E+04,0.267E-01,  11.28489,  -0.00672,    0.4494834827E+05,    0.6865127168E+04,   -0.3309239543E+00,    0.1215485456E+04
  83,0.139E+02,0.577E+00,  3522.881, 0.375E+01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.138E+00,0.138E+06,0.971E-03,.13104E+04,0.300E-01,  11.28374,  -0.00640,    0.4508618387E+05,    0.7205464492E+04,    0.7867490864E+01,    0.1070146047E+04
  84,0.139E+02,0.577E+00,  3522.881, 0.445E+01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.156E+00,0.156E+06,0.103E-02,.13134E+04,0.336E-01,  11.24487,  -0.00603,    0.4552139902E+05,    0.7561604920E+04,    0.1493366062E+02,    0.9321324570E+03
  85,0.139E+02,0.577E+00,  3522.881, 0.530E+01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.175E+00,0.175E+06,0.110E-02,.13186E+04,0.376E-01,  11.15324,  -0.00559,    0.4628362731E+05,    0.7930225962E+04,    0.1951475207E+02,    0.8034992103E+03
  86,0.139E+02,0.577E+00,  3522.881, 0.630E+01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.196E+00,0.196E+06,0.117E-02,.13258E+04,0.420E-01,  11.00542,  -0.00508,    0.4735213411E+05,    0.8307522837E+04,    0.2144468501E+02,    0.6848996979E+03
  87,0.139E+02,0.577E+00,  3522.881, 0.750E+01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.221E+00,0.221E+06,0.124E-02,.13347E+04,0.469E-01,  10.80778,  -0.00450,    0.4867182492E+05,    0.8688880052E+04,    0.2117144343E+02,    0.5759517194E+03
  88,0.139E+02,0.577E+00,  3522.881, 0.894E+01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.248E+00,0.248E+06,0.132E-02,.13444E+04,0.523E-01,  10.57277,  -0.00387,    0.5016698257E+05,    0.9068368817E+04,    0.1932676369E+02,    0.4757823881E+03
  89,0.139E+02,0.577E+00,  3522.881, 0.107E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.278E+00,0.278E+06,0.140E-02,.13545E+04,0.583E-01,  10.31559,  -0.00319,    0.5175113957E+05,    0.9438252563E+04,    0.1652955178E+02,    0.3836520466E+03
  90,0.139E+02,0.577E+00,  3522.881, 0.127E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.313E+00,0.313E+06,0.149E-02,.13643E+04,0.650E-01,  10.05175,  -0.00248,    0.5333592487E+05,    0.9788845079E+04,    0.1331853734E+02,    0.2994998003E+03
  91,0.139E+02,0.577E+00,  3522.881, 0.151E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.351E+00,0.351E+06,0.158E-02,.13732E+04,0.726E-01,   9.79539,  -0.00175,    0.5484015598E+05,    0.1010910899E+05,    0.1011955647E+02,    0.2241709099E+03
  92,0.139E+02,0.577E+00,  3522.881, 0.181E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.394E+00,0.394E+06,0.169E-02,.13809E+04,0.811E-01,   9.55806,  -0.00101,    0.5619814200E+05,    0.1038817038E+05,    0.7230239663E+01,    0.1591626034E+03
  93,0.139E+02,0.577E+00,  3522.881, 0.216E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.443E+00,0.443E+06,0.179E-02,.13872E+04,0.907E-01,   9.34804,  -0.00025,    0.5736635231E+05,    0.1061749207E+05,    0.4826921000E+01,    0.1059752960E+03
  94,0.139E+02,0.577E+00,  3522.881, 0.257E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.498E+00,0.498E+06,0.191E-02,.13920E+04,0.101E+00,   9.16996,   0.00052,    0.5832828576E+05,    0.1079302359E+05,    0.2983617849E+01,    0.6537985910E+02
  95,0.139E+02,0.577E+00,  3522.881, 0.307E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.559E+00,0.559E+06,0.203E-02,.13953E+04,0.114E+00,   9.02478,   0.00130,    0.5909656537E+05,    0.1091648036E+05,    0.1690713796E+01,    0.3693771090E+02
  96,0.139E+02,0.577E+00,  3522.881, 0.367E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.628E+00,0.628E+06,0.216E-02,.13974E+04,0.128E+00,   8.90993,   0.00209,    0.5971024664E+05,    0.1099511090E+05,    0.8735087221E+00,    0.1896369380E+02
  97,0.139E+02,0.577E+00,  3522.881, 0.438E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.705E+00,0.705E+06,0.230E-02,.13986E+04,0.143E+00,   8.81987,   0.00291,    0.6022630656E+05,    0.1103985728E+05,    0.4170111028E+00,    0.8923481666E+01
  98,0.139E+02,0.577E+00,  3522.881, 0.524E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.792E+00,0.792E+06,0.245E-02,.13992E+04,0.161E+00,   8.74729,   0.00377,    0.6070731814E+05,    0.1106253294E+05,    0.1969362363E+00,    0.4083161814E+01
  99,0.139E+02,0.577E+00,  3522.881, 0.626E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.890E+00,0.890E+06,0.261E-02,.13995E+04,0.181E+00,   8.68471,   0.00467,    0.6121003470E+05,    0.1107316799E+05,    0.1079358447E+00,    0.2125690098E+01
 100,0.139E+02,0.577E+00,  3522.881, 0.748E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.100E+01,0.100E+07,0.279E-02,.14447E+04,0.196E+00,   8.62585,   0.00562,    0.6177947186E+05,    0.1107857886E+05,    0.7874583400E-01,    0.1483685954E+01
