N,Gp,mu,R(J/(K*g)),tau,g(m/s^2),beta,Betav1,Betav2,Betav3,T_irr,P_H(Pa),Gv1,Gv2,Gv3,Gamma1,Gamma2,sigma,P(Pa),Kappa,T,rho,pkpt,pkpr,J1,J2,H1,H2
   1,0.139E+02,0.577E+00,  3522.881, 0.119E-04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.100E-04,0.100E+02,0.111E-04,.69274E+03,0.410E-05,  32.00164,  -0.03304,    0.3288333593E+04,    0.3901155187E+04,    0.1820808453E+04,    0.2209717989E+04
   2,0.139E+02,0.577E+00,  3522.881, 0.134E-04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.112E-04,0.112E+02,0.115E-04,.69275E+03,0.460E-05,  32.00108,  -0.03304,    0.3288470025E+04,    0.3901156886E+04,    0.1820802967E+04,    0.2209718819E+04
   3,0.139E+02,0.577E+00,  3522.881, 0.152E-04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.126E-04,0.126E+02,0.124E-04,.69275E+03,0.517E-05,  32.00456,  -0.03303,    0.3288634609E+04,    0.3901158936E+04,    0.1820796349E+04,    0.2209719820E+04
   4,0.139E+02,0.577E+00,  3522.881, 0.175E-04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.142E-04,0.142E+02,0.133E-04,.69276E+03,0.581E-05,  32.00796,  -0.03303,    0.3288833154E+04,    0.3901161408E+04,    0.1820788365E+04,    0.2209721027E+04
   5,0.139E+02,0.577E+00,  3522.881, 0.201E-04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.159E-04,0.159E+02,0.143E-04,.69278E+03,0.652E-05,  32.01127,  -0.03303,    0.3289072670E+04,    0.3901164390E+04,    0.1820778733E+04,    0.2209722484E+04
   6,0.139E+02,0.577E+00,  3522.881, 0.233E-04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.179E-04,0.179E+02,0.153E-04,.69279E+03,0.733E-05,  32.01447,  -0.03303,    0.3289361612E+04,    0.3901167988E+04,    0.1820767115E+04,    0.2209724241E+04
   7,0.139E+02,0.577E+00,  3522.881, 0.272E-04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.201E-04,0.201E+02,0.165E-04,.69281E+03,0.823E-05,  32.01754,  -0.03302,    0.3289710183E+04,    0.3901172329E+04,    0.1820753098E+04,    0.2209726360E+04
   8,0.139E+02,0.577E+00,  3522.881, 0.319E-04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.226E-04,0.226E+02,0.177E-04,.69283E+03,0.925E-05,  32.02045,  -0.03302,    0.3290130689E+04,    0.3901177565E+04,    0.1820736189E+04,    0.2209728918E+04
   9,0.139E+02,0.577E+00,  3522.881, 0.376E-04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.254E-04,0.254E+02,0.190E-04,.69285E+03,0.104E-04,  32.02319,  -0.03301,    0.3290637984E+04,    0.3901183882E+04,    0.1820715789E+04,    0.2209732002E+04
  10,0.139E+02,0.577E+00,  3522.881, 0.444E-04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.285E-04,0.285E+02,0.204E-04,.69288E+03,0.117E-04,  32.02570,  -0.03301,    0.3291249983E+04,    0.3901191503E+04,    0.1820691180E+04,    0.2209735724E+04
  11,0.139E+02,0.577E+00,  3522.881, 0.526E-04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.320E-04,0.320E+02,0.219E-04,.69292E+03,0.131E-04,  32.02795,  -0.03300,    0.3291988309E+04,    0.3901200698E+04,    0.1820661490E+04,    0.2209740213E+04
  12,0.139E+02,0.577E+00,  3522.881, 0.625E-04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.359E-04,0.359E+02,0.235E-04,.69296E+03,0.147E-04,  32.02988,  -0.03299,    0.3292879050E+04,    0.3901211790E+04,    0.1820625672E+04,    0.2209745629E+04
  13,0.139E+02,0.577E+00,  3522.881, 0.745E-04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.404E-04,0.404E+02,0.253E-04,.69302E+03,0.165E-04,  32.03145,  -0.03298,    0.3293953689E+04,    0.3901225173E+04,    0.1820582458E+04,    0.2209752163E+04
  14,0.139E+02,0.577E+00,  3522.881, 0.890E-04, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.453E-04,0.453E+02,0.272E-04,.69308E+03,0.186E-04,  32.03256,  -0.03297,    0.3295250222E+04,    0.3901241320E+04,    0.1820530322E+04,    0.2209760046E+04
  15,0.139E+02,0.577E+00,  3522.881, 0.106E-03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.509E-04,0.509E+02,0.292E-04,.69316E+03,0.209E-04,  32.03314,  -0.03296,    0.3296814503E+04,    0.3901260802E+04,    0.1820467419E+04,    0.2209769557E+04
  16,0.139E+02,0.577E+00,  3522.881, 0.127E-03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.572E-04,0.572E+02,0.313E-04,.69325E+03,0.234E-04,  32.03307,  -0.03295,    0.3298701885E+04,    0.3901284309E+04,    0.1820391523E+04,    0.2209781031E+04
  17,0.139E+02,0.577E+00,  3522.881, 0.153E-03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.643E-04,0.643E+02,0.337E-04,.69336E+03,0.263E-04,  32.03223,  -0.03293,    0.3300979183E+04,    0.3901312673E+04,    0.1820299947E+04,    0.2209794875E+04
  18,0.139E+02,0.577E+00,  3522.881, 0.183E-03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.722E-04,0.722E+02,0.361E-04,.69349E+03,0.296E-04,  32.03046,  -0.03291,    0.3303727068E+04,    0.3901346902E+04,    0.1820189447E+04,    0.2209811578E+04
  19,0.139E+02,0.577E+00,  3522.881, 0.220E-03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.811E-04,0.811E+02,0.388E-04,.69366E+03,0.332E-04,  32.02758,  -0.03289,    0.3307042950E+04,    0.3901388208E+04,    0.1820056107E+04,    0.2209831732E+04
  20,0.139E+02,0.577E+00,  3522.881, 0.265E-03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.911E-04,0.911E+02,0.417E-04,.69385E+03,0.373E-04,  32.02336,  -0.03287,    0.3311044473E+04,    0.3901438060E+04,    0.1819895193E+04,    0.2209856050E+04
  21,0.139E+02,0.577E+00,  3522.881, 0.319E-03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.102E-03,0.102E+03,0.448E-04,.69409E+03,0.419E-04,  32.01754,  -0.03285,    0.3315873751E+04,    0.3901498231E+04,    0.1819700992E+04,    0.2209885394E+04
  22,0.139E+02,0.577E+00,  3522.881, 0.384E-03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.100E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.115E-03,0.115E+03,0.482E-04,.69437E+03,0.470E-04,  32.00979,  -0.03282,    0.3321702500E+04,    0.3901570865E+04,    0.1819466598E+04,    0.2209920805E+04
