N,Gp,mu,R(J/(K*g)),tau,g(m/s^2),beta,Betav1,Betav2,Betav3,T_irr,P_H(Pa),Gv1,Gv2,Gv3,Gamma1,Gamma2,sigma,P(Pa),Kappa,T,rho,pkpt,pkpr,J1,J2,H1,H2
  76,0.139E+02,0.577E+00,  3522.881, 0.168E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.127E+00,0.634E+04,0.267E-03,.10166E+04,0.177E-02,  20.12072,  -0.01911,    0.1611391788E+05,    0.4092099848E+04,    0.1299311465E+04,    0.2268009246E+04
  77,0.139E+02,0.577E+00,  3522.881, 0.185E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.138E+00,0.691E+04,0.268E-03,.10322E+04,0.190E-02,  19.62777,  -0.01859,    0.1714398695E+05,    0.4110863823E+04,    0.1256822815E+04,    0.2270548521E+04
  78,0.139E+02,0.577E+00,  3522.881, 0.203E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.151E+00,0.753E+04,0.271E-03,.10480E+04,0.204E-02,  19.13525,  -0.01807,    0.1823654576E+05,    0.4131494699E+04,    0.1211633785E+04,    0.2272791066E+04
  79,0.139E+02,0.577E+00,  3522.881, 0.222E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.164E+00,0.821E+04,0.273E-03,.10641E+04,0.219E-02,  18.64357,  -0.01754,    0.1939396089E+05,    0.4154228245E+04,    0.1163616157E+04,    0.2274624951E+04
  80,0.139E+02,0.577E+00,  3522.881, 0.244E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.179E+00,0.895E+04,0.277E-03,.10803E+04,0.235E-02,  18.15327,  -0.01701,    0.2061814115E+05,    0.4179335953E+04,    0.1112654267E+04,    0.2275910709E+04
  81,0.139E+02,0.577E+00,  3522.881, 0.268E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.195E+00,0.975E+04,0.281E-03,.10966E+04,0.252E-02,  17.66499,  -0.01648,    0.2191032802E+05,    0.4207131030E+04,    0.1058652489E+04,    0.2276475129E+04
  82,0.139E+02,0.577E+00,  3522.881, 0.295E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.213E+00,0.106E+05,0.286E-03,.11131E+04,0.271E-02,  17.17956,  -0.01595,    0.2327081959E+05,    0.4237975161E+04,    0.1001545334E+04,    0.2276103836E+04
  83,0.139E+02,0.577E+00,  3522.881, 0.325E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.232E+00,0.116E+05,0.292E-03,.11296E+04,0.291E-02,  16.69796,  -0.01542,    0.2469861200E+05,    0.4272285942E+04,    0.9413108837E+03,    0.2274532546E+04
  84,0.139E+02,0.577E+00,  3522.881, 0.358E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.252E+00,0.126E+05,0.299E-03,.11461E+04,0.313E-02,  16.22144,  -0.01490,    0.2619094292E+05,    0.4310544712E+04,    0.8779882934E+03,    0.2271437056E+04
  85,0.139E+02,0.577E+00,  3522.881, 0.395E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.275E+00,0.138E+05,0.307E-03,.11626E+04,0.336E-02,  15.75150,  -0.01437,    0.2774272720E+05,    0.4353304293E+04,    0.8116999893E+03,    0.2266422256E+04
  86,0.139E+02,0.577E+00,  3522.881, 0.437E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.300E+00,0.150E+05,0.317E-03,.11789E+04,0.361E-02,  15.28998,  -0.01386,    0.2934588684E+05,    0.4401195800E+04,    0.7426788020E+03,    0.2259010877E+04
  87,0.139E+02,0.577E+00,  3522.881, 0.484E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.327E+00,0.163E+05,0.327E-03,.11949E+04,0.388E-02,  14.83910,  -0.01334,    0.3098860227E+05,    0.4454933305E+04,    0.6712994521E+03,    0.2248633290E+04
  88,0.139E+02,0.577E+00,  3522.881, 0.538E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.356E+00,0.178E+05,0.339E-03,.12105E+04,0.418E-02,  14.40154,  -0.01284,    0.3265455099E+05,    0.4515314657E+04,    0.5981124051E+03,    0.2234620557E+04
  89,0.139E+02,0.577E+00,  3522.881, 0.598E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.388E+00,0.194E+05,0.353E-03,.12256E+04,0.450E-02,  13.98046,  -0.01235,    0.3432225614E+05,    0.4583216366E+04,    0.5238760158E+03,    0.2216203925E+04
  90,0.139E+02,0.577E+00,  3522.881, 0.667E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.423E+00,0.212E+05,0.368E-03,.12398E+04,0.484E-02,  13.57951,  -0.01188,    0.3596473638E+05,    0.4659580250E+04,    0.4495802080E+03,    0.2192525032E+04
  91,0.139E+02,0.577E+00,  3522.881, 0.744E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.461E+00,0.231E+05,0.384E-03,.12532E+04,0.522E-02,  13.20281,  -0.01142,    0.3754971401E+05,    0.4745389796E+04,    0.3764521855E+03,    0.2162661655E+04
  92,0.139E+02,0.577E+00,  3522.881, 0.833E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.502E+00,0.251E+05,0.401E-03,.12653E+04,0.564E-02,  12.85482,  -0.01099,    0.3904067202E+05,    0.4841635128E+04,    0.3059328800E+03,    0.2125673526E+04
  93,0.139E+02,0.577E+00,  3522.881, 0.934E+00, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.548E+00,0.274E+05,0.419E-03,.12761E+04,0.609E-02,  12.54015,  -0.01059,    0.4039901162E+05,    0.4949267276E+04,    0.2396135404E+03,    0.2080670665E+04
  94,0.139E+02,0.577E+00,  3522.881, 0.105E+01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.597E+00,0.298E+05,0.439E-03,.12853E+04,0.659E-02,  12.26322,  -0.01022,    0.4158741130E+05,    0.5069144983E+04,    0.1791265948E+03,    0.2026902658E+04
  95,0.139E+02,0.577E+00,  3522.881, 0.118E+01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.650E+00,0.325E+05,0.459E-03,.12927E+04,0.714E-02,  12.02784,  -0.00989,    0.4257421649E+05,    0.5201979937E+04,    0.1259943185E+03,    0.1963861406E+04
  96,0.139E+02,0.577E+00,  3522.881, 0.133E+01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.709E+00,0.354E+05,0.481E-03,.12984E+04,0.775E-02,  11.83668,  -0.00959,    0.4333833752E+05,    0.5348288257E+04,    0.8145162299E+02,    0.1891383611E+04
  97,0.139E+02,0.577E+00,  3522.881, 0.150E+01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.773E+00,0.386E+05,0.503E-03,.13023E+04,0.842E-02,  11.69070,  -0.00933,    0.4387380796E+05,    0.5508356044E+04,    0.4627183823E+02,    0.1809734672E+04
  98,0.139E+02,0.577E+00,  3522.881, 0.170E+01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.842E+00,0.421E+05,0.525E-03,.13046E+04,0.916E-02,  11.58868,  -0.00911,    0.4419298678E+05,    0.5682224361E+04,    0.2063175334E+02,    0.1719655121E+04
  99,0.139E+02,0.577E+00,  3522.881, 0.192E+01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.918E+00,0.459E+05,0.549E-03,.13055E+04,0.998E-02,  11.52675,  -0.00893,    0.4432747854E+05,    0.5869694529E+04,    0.4050396950E+01,    0.1622355101E+04
 100,0.139E+02,0.577E+00,  3522.881, 0.217E+01, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.500E+05,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.100E+01,0.500E+05,0.574E-03,.13369E+04,0.106E-01,  11.49830,  -0.00876,    0.4432620666E+05,    0.6070349693E+04,   -0.4575829041E+01,    0.1519450866E+04
