N,Gp,mu,R(J/(K*g)),tau,g(m/s^2),beta,Betav1,Betav2,Betav3,T_irr,P_H(Pa),Gv1,Gv2,Gv3,Gamma1,Gamma2,sigma,P(Pa),Kappa,T,rho,pkpt,pkpr,J1,J2,H1,H2
  89,0.139E+02,0.577E+00,  3522.881, 0.271E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.200E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.258E+00,0.515E+06,0.194E-02,.13931E+04,0.105E+00,   9.13142,   0.00072,    0.5857585652E+05,    0.1083497546E+05,    0.2543632716E+01,    0.5569942447E+02
  90,0.139E+02,0.577E+00,  3522.881, 0.327E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.200E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.291E+00,0.583E+06,0.207E-02,.13961E+04,0.119E+00,   8.98642,   0.00155,    0.5933121017E+05,    0.1094924858E+05,    0.1349076465E+01,    0.2942345149E+02
  91,0.139E+02,0.577E+00,  3522.881, 0.395E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.200E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.330E+00,0.659E+06,0.222E-02,.13980E+04,0.134E+00,   8.87391,   0.00241,    0.5993422676E+05,    0.1101724466E+05,    0.6460976310E+00,    0.1396200703E+02
  92,0.139E+02,0.577E+00,  3522.881, 0.477E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.200E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.373E+00,0.746E+06,0.237E-02,.13989E+04,0.151E+00,   8.78645,   0.00329,    0.6045697788E+05,    0.1105277208E+05,    0.2894480780E+00,    0.6117864292E+01
  93,0.139E+02,0.577E+00,  3522.881, 0.576E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.200E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.422E+00,0.844E+06,0.253E-02,.13994E+04,0.171E+00,   8.71505,   0.00422,    0.6097213173E+05,    0.1106924042E+05,    0.1381237740E+00,    0.2789642431E+01
  94,0.139E+02,0.577E+00,  3522.881, 0.696E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.200E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.477E+00,0.954E+06,0.271E-02,.13996E+04,0.194E+00,   8.65127,   0.00520,    0.6154051665E+05,    0.1107673811E+05,    0.8635550810E-01,    0.1651052878E+01
  95,0.139E+02,0.577E+00,  3522.881, 0.842E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.200E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.540E+00,0.108E+07,0.290E-02,.13997E+04,0.219E+00,   8.58882,   0.00625,    0.6220793634E+05,    0.1108117648E+05,    0.7268872182E-01,    0.1350466026E+01
  96,0.139E+02,0.577E+00,  3522.881, 0.102E+03,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.200E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.611E+00,0.122E+07,0.310E-02,.13998E+04,0.248E+00,   8.52394,   0.00737,    0.6301007450E+05,    0.1108523372E+05,    0.7004681001E-01,    0.1292359904E+01
  97,0.139E+02,0.577E+00,  3522.881, 0.123E+03,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.200E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.691E+00,0.138E+07,0.332E-02,.14000E+04,0.280E+00,   8.45476,   0.00856,    0.6398011365E+05,    0.1108987674E+05,    0.6969563782E-01,    0.1284636234E+01
  98,0.139E+02,0.577E+00,  3522.881, 0.149E+03,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.200E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.781E+00,0.156E+07,0.356E-02,.14002E+04,0.317E+00,   8.38043,   0.00984,    0.6515468287E+05,    0.1109546209E+05,    0.6966587080E-01,    0.1283981539E+01
  99,0.139E+02,0.577E+00,  3522.881, 0.180E+03,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.200E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.884E+00,0.177E+07,0.381E-02,.14004E+04,0.358E+00,   8.30045,   0.01121,    0.6657732424E+05,    0.1110222388E+05,    0.6966440125E-01,    0.1283949218E+01
 100,0.139E+02,0.577E+00,  3522.881, 0.218E+03,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.200E+07,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.100E+01,0.200E+07,0.408E-02,.14484E+04,0.392E+00,   8.21437,   0.01267,    0.6830070348E+05,    0.1111041491E+05,    0.6966436338E-01,    0.1283948385E+01
