N,Gp,mu,R(J/(K*g)),tau,g(m/s^2),beta,Betav1,Betav2,Betav3,T_irr,P_H(Pa),Gv1,Gv2,Gv3,Gamma1,Gamma2,sigma,P(Pa),Kappa,T,rho,pkpt,pkpr,J1,J2,H1,H2
  79,0.139E+02,0.577E+00,  3522.881, 0.111E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.751E-01,0.150E+06,0.101E-02,.13511E+04,0.315E-01,  10.53051,  -0.00552,    0.5125837175E+05,    0.9362160884E+04,    0.1570976854E+02,    0.3609819509E+03
  80,0.139E+02,0.577E+00,  3522.881, 0.133E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.849E-01,0.170E+06,0.108E-02,.13614E+04,0.354E-01,  10.25735,  -0.00491,    0.5291555539E+05,    0.9723725764E+04,    0.1235014937E+02,    0.2756047973E+03
  81,0.139E+02,0.577E+00,  3522.881, 0.161E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.961E-01,0.192E+06,0.115E-02,.13706E+04,0.398E-01,   9.99558,  -0.00428,    0.5446647114E+05,    0.1004909151E+05,    0.9090823019E+01,    0.2002362113E+03
  82,0.139E+02,0.577E+00,  3522.881, 0.194E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.109E+00,0.217E+06,0.123E-02,.13783E+04,0.448E-01,   9.75837,  -0.00366,    0.5583957593E+05,    0.1032590308E+05,    0.6236665634E+01,    0.1366650951E+03
  83,0.139E+02,0.577E+00,  3522.881, 0.234E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.123E+00,0.246E+06,0.131E-02,.13844E+04,0.504E-01,   9.55466,  -0.00303,    0.5699270151E+05,    0.1054551199E+05,    0.3953408780E+01,    0.8643127001E+02
  84,0.139E+02,0.577E+00,  3522.881, 0.282E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.139E+00,0.278E+06,0.140E-02,.13888E+04,0.569E-01,   9.38881,  -0.00241,    0.5791889029E+05,    0.1070556061E+05,    0.2289594488E+01,    0.4994117634E+02
  85,0.139E+02,0.577E+00,  3522.881, 0.340E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.157E+00,0.315E+06,0.149E-02,.13916E+04,0.642E-01,   9.26046,  -0.00180,    0.5864706755E+05,    0.1081097205E+05,    0.1199248803E+01,    0.2604255888E+02
  86,0.139E+02,0.577E+00,  3522.881, 0.410E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.178E+00,0.356E+06,0.159E-02,.13933E+04,0.725E-01,   9.16494,  -0.00117,    0.5923500379E+05,    0.1087267644E+05,    0.5691645824E+00,    0.1223324227E+02
  87,0.139E+02,0.577E+00,  3522.881, 0.495E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.201E+00,0.403E+06,0.170E-02,.13942E+04,0.820E-01,   9.09444,  -0.00053,    0.5975505201E+05,    0.1090442170E+05,    0.2560474530E+00,    0.5370821558E+01
  88,0.139E+02,0.577E+00,  3522.881, 0.598E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.228E+00,0.455E+06,0.182E-02,.13946E+04,0.927E-01,   9.03989,   0.00013,    0.6027790153E+05,    0.1091903834E+05,    0.1262657008E+00,    0.2526465355E+01
  89,0.139E+02,0.577E+00,  3522.881, 0.722E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.258E+00,0.515E+06,0.194E-02,.13948E+04,0.105E+00,   8.99311,   0.00084,    0.6086158368E+05,    0.1092585253E+05,    0.8302082379E-01,    0.1578690874E+01
  90,0.139E+02,0.577E+00,  3522.881, 0.872E+02, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.291E+00,0.583E+06,0.207E-02,.13949E+04,0.119E+00,   8.94815,   0.00158,    0.6154972527E+05,    0.1093015553E+05,    0.7193696032E-01,    0.1335771859E+01
  91,0.139E+02,0.577E+00,  3522.881, 0.105E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.330E+00,0.659E+06,0.222E-02,.13950E+04,0.134E+00,   8.90158,   0.00238,    0.6237705919E+05,    0.1093427673E+05,    0.6986438234E-01,    0.1290348293E+01
  92,0.139E+02,0.577E+00,  3522.881, 0.127E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.373E+00,0.746E+06,0.237E-02,.13952E+04,0.152E+00,   8.85177,   0.00324,    0.6337683312E+05,    0.1093904754E+05,    0.6959899189E-01,    0.1284531875E+01
  93,0.139E+02,0.577E+00,  3522.881, 0.154E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.422E+00,0.844E+06,0.254E-02,.13954E+04,0.172E+00,   8.79800,   0.00416,    0.6458630515E+05,    0.1094479100E+05,    0.6957742298E-01,    0.1284059161E+01
  94,0.139E+02,0.577E+00,  3522.881, 0.186E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.477E+00,0.954E+06,0.271E-02,.13956E+04,0.194E+00,   8.73983,   0.00514,    0.6604993049E+05,    0.1095173903E+05,    0.6957640752E-01,    0.1284036905E+01
  95,0.139E+02,0.577E+00,  3522.881, 0.225E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.540E+00,0.108E+07,0.290E-02,.13959E+04,0.220E+00,   8.67686,   0.00619,    0.6782149415E+05,    0.1096014877E+05,    0.6957638272E-01,    0.1284036362E+01
  96,0.139E+02,0.577E+00,  3522.881, 0.272E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.611E+00,0.122E+07,0.311E-02,.13962E+04,0.248E+00,   8.60869,   0.00731,    0.6996618983E+05,    0.1097032979E+05,    0.6957638244E-01,    0.1284036356E+01
  97,0.139E+02,0.577E+00,  3522.881, 0.329E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.691E+00,0.138E+07,0.332E-02,.13966E+04,0.281E+00,   8.53484,   0.00851,    0.7256305131E+05,    0.1098265727E+05,    0.6957638244E-01,    0.1284036356E+01
  98,0.139E+02,0.577E+00,  3522.881, 0.398E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.781E+00,0.156E+07,0.356E-02,.13971E+04,0.318E+00,   8.45480,   0.00980,    0.7570788905E+05,    0.1099758603E+05,    0.6957638244E-01,    0.1284036356E+01
  99,0.139E+02,0.577E+00,  3522.881, 0.481E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.884E+00,0.177E+07,0.381E-02,.13976E+04,0.359E+00,   8.36799,   0.01117,    0.7951684590E+05,    0.1101566742E+05,    0.6957638244E-01,    0.1284036356E+01
 100,0.139E+02,0.577E+00,  3522.881, 0.582E+03, 9.356,0.840,     0.333,     0.333,     0.333,1115.2,0.200E+07,   0.94808,   0.30155,   0.06702,  16.42065,   0.16863,0.100E+01,0.200E+07,0.408E-02,.14455E+04,0.393E+00,   8.27375,   0.01263,    0.8413070093E+05,    0.1103756971E+05,    0.6957638244E-01,    0.1284036356E+01
