N,Gp,mu,R(J/(K*g)),tau,g(m/s^2),beta,Betav1,Betav2,Betav3,T_irr,P_H(Pa),Gv1,Gv2,Gv3,Gamma1,Gamma2,sigma,P(Pa),Kappa,T,rho,pkpt,pkpr,J1,J2,H1,H2
  74,0.139E+02,0.577E+00,  3522.881, 0.185E+04,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.792E-02,0.792E+07,0.865E-02,.14116E+04,0.159E+01,   6.71532,   0.03642,    0.1426591100E+06,    0.1146383199E+05,    0.6966436293E-01,    0.1283948375E+01
  75,0.139E+02,0.577E+00,  3522.881, 0.247E+04,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.955E-02,0.955E+07,0.960E-02,.14158E+04,0.191E+01,   6.39029,   0.04113,    0.1710110536E+06,    0.1159858556E+05,    0.6966436293E-01,    0.1283948375E+01
  76,0.139E+02,0.577E+00,  3522.881, 0.330E+04,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.115E-01,0.115E+08,0.107E-01,.14212E+04,0.230E+01,   6.02334,   0.04625,    0.2088941512E+06,    0.1177863963E+05,    0.6966436293E-01,    0.1283948375E+01
  77,0.139E+02,0.577E+00,  3522.881, 0.442E+04,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.138E-01,0.138E+08,0.118E-01,.14284E+04,0.275E+01,   5.60815,   0.05182,    0.2594941706E+06,    0.1201913579E+05,    0.6966436293E-01,    0.1283948375E+01
  78,0.139E+02,0.577E+00,  3522.881, 0.590E+04,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.167E-01,0.167E+08,0.131E-01,.14379E+04,0.329E+01,   5.13731,   0.05785,    0.3270509850E+06,    0.1234022567E+05,    0.6966436293E-01,    0.1283948375E+01
  79,0.139E+02,0.577E+00,  3522.881, 0.788E+04,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.201E-01,0.201E+08,0.145E-01,.14502E+04,0.393E+01,   4.60223,   0.06436,    0.4172074510E+06,    0.1276872913E+05,    0.6966436293E-01,    0.1283948375E+01
  80,0.139E+02,0.577E+00,  3522.881, 0.105E+05,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.242E-01,0.242E+08,0.161E-01,.14662E+04,0.469E+01,   3.99300,   0.07139,    0.5374835993E+06,    0.1334038803E+05,    0.6966436293E-01,    0.1283948375E+01
  81,0.139E+02,0.577E+00,  3522.881, 0.140E+05,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.292E-01,0.292E+08,0.178E-01,.14867E+04,0.557E+01,   3.29831,   0.07895,    0.6979370110E+06,    0.1410300491E+05,    0.6966436293E-01,    0.1283948375E+01
  82,0.139E+02,0.577E+00,  3522.881, 0.187E+05,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.351E-01,0.351E+08,0.197E-01,.15128E+04,0.659E+01,   2.50532,   0.08710,    0.9121140765E+06,    0.1512096422E+05,    0.6966436293E-01,    0.1283948375E+01
  83,0.139E+02,0.577E+00,  3522.881, 0.250E+05,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.423E-01,0.423E+08,0.219E-01,.15458E+04,0.777E+01,   1.59959,   0.09593,    0.1198476729E+07,    0.1648201344E+05,    0.6966436293E-01,    0.1283948375E+01
  84,0.139E+02,0.577E+00,  3522.881, 0.335E+05,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.509E-01,0.509E+08,0.244E-01,.15869E+04,0.911E+01,   0.56486,   0.10560,    0.1582634351E+07,    0.1830787107E+05,    0.6966436293E-01,    0.1283948375E+01
  85,0.139E+02,0.577E+00,  3522.881, 0.448E+05,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.614E-01,0.614E+08,0.273E-01,.16378E+04,0.106E+02,  -0.61714,   0.11634,    0.2100979063E+07,    0.2077150473E+05,    0.6966436293E-01,    0.1283948375E+01
  86,0.139E+02,0.577E+00,  3522.881, 0.603E+05,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.739E-01,0.739E+08,0.309E-01,.17003E+04,0.123E+02,  -1.96711,   0.12854,    0.2806845317E+07,    0.2412640702E+05,    0.6966436293E-01,    0.1283948375E+01
  87,0.139E+02,0.577E+00,  3522.881, 0.817E+05,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.890E-01,0.890E+08,0.354E-01,.17766E+04,0.142E+02,  -3.50855,   0.14278,    0.3781415436E+07,    0.2875842832E+05,    0.6966436293E-01,    0.1283948375E+01
  88,0.139E+02,0.577E+00,  3522.881, 0.112E+06,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.107E+00,0.107E+09,0.414E-01,.18650E+04,0.163E+02,  -5.26817,   0.15992,    0.5154129182E+07,    0.3528278115E+05,    0.6966436293E-01,    0.1283948375E+01
  89,0.139E+02,0.577E+00,  3522.881, 0.156E+06,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.129E+00,0.129E+09,0.498E-01,.19566E+04,0.187E+02,  -7.27530,   0.18121,    0.7143766625E+07,    0.4473930237E+05,    0.6966436293E-01,    0.1283948375E+01
  90,0.139E+02,0.577E+00,  3522.881, 0.222E+06,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.156E+00,0.156E+09,0.625E-01,.20516E+04,0.215E+02,  -9.55871,   0.20842,    0.1014932949E+08,    0.5902440195E+05,    0.6966436293E-01,    0.1283948375E+01
  91,0.139E+02,0.577E+00,  3522.881, 0.328E+06,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.187E+00,0.187E+09,0.833E-01,.21499E+04,0.247E+02, -12.13646,   0.24399,    0.1497743754E+08,    0.8197185221E+05,    0.6966436293E-01,    0.1283948375E+01
  92,0.139E+02,0.577E+00,  3522.881, 0.515E+06,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.226E+00,0.226E+09,0.122E+00,.22516E+04,0.285E+02, -14.98940,   0.29108,    0.2351868314E+08,    0.1225674243E+06,    0.6966436293E-01,    0.1283948375E+01
  93,0.139E+02,0.577E+00,  3522.881, 0.908E+06,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.272E+00,0.272E+09,0.213E+00,.23566E+04,0.327E+02, -17.99668,   0.35309,    0.4139828860E+08,    0.2075471623E+06,    0.6966436293E-01,    0.1283948375E+01
  94,0.139E+02,0.577E+00,  3522.881, 0.210E+07,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.327E+00,0.327E+09,0.537E+00,.24649E+04,0.377E+02, -20.79363,   0.43089,    0.9580024773E+08,    0.4661135070E+06,    0.6966436293E-01,    0.1283948375E+01
  95,0.139E+02,0.577E+00,  3522.881, 0.243E+08,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.394E+00,0.394E+09,0.827E+01,.25764E+04,0.435E+02, -22.56076,   0.51278,    0.1104763811E+10,    0.5261602949E+07,    0.6966436293E-01,    0.1283948375E+01
  96,0.139E+02,0.577E+00,  3522.881, 0.323E+17,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.475E+00,0.475E+09,0.100E+11,.26911E+04,0.501E+02, -22.41060,   0.54663,    0.1469494566E+19,    0.6984341093E+16,    0.6966436293E-01,    0.1283948375E+01
  97,0.139E+02,0.577E+00,  3522.881, 0.711E+17,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.572E+00,0.572E+09,0.100E+11,.28090E+04,0.578E+02, -20.13556,   0.45243,    0.3239505972E+19,    0.1539700466E+17,    0.6966436293E-01,    0.1283948375E+01
  98,0.139E+02,0.577E+00,  3522.881, 0.118E+18,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.689E+00,0.689E+09,0.100E+11,.29298E+04,0.668E+02, -19.97248,   0.44887,    0.5371490977E+19,    0.2553008771E+17,    0.6966436293E-01,    0.1283948375E+01
  99,0.139E+02,0.577E+00,  3522.881, 0.174E+18,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.830E+00,0.830E+09,0.100E+11,.30535E+04,0.772E+02, -19.83904,   0.44660,    0.7939474464E+19,    0.3773542212E+17,    0.6966436293E-01,    0.1283948375E+01
 100,0.139E+02,0.577E+00,  3522.881, 0.242E+18,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.100E+01,0.100E+10,0.100E+11,.31801E+04,0.893E+02, -19.71756,   0.44485,    0.1103261966E+20,    0.5243679062E+17,    0.6966436293E-01,    0.1283948375E+01
