N,Gp,mu,R(J/(K*g)),tau,g(m/s^2),beta,Betav1,Betav2,Betav3,T_irr,P_H(Pa),Gv1,Gv2,Gv3,Gamma1,Gamma2,sigma,P(Pa),Kappa,T,rho,pkpt,pkpr,J1,J2,H1,H2
  24,0.139E+02,0.577E+00,  3522.881, 0.283E-02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.722E-06,0.722E+03,0.151E-03,.71322E+03,0.287E-03,  31.30949,  -0.03145,    0.3712484284E+04,    0.3977494501E+04,    0.1870227865E+04,    0.2259271474E+04
  25,0.139E+02,0.577E+00,  3522.881, 0.384E-02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.870E-06,0.870E+03,0.170E-03,.71734E+03,0.344E-03,  31.17158,  -0.03119,    0.3804887346E+04,    0.3978642649E+04,    0.1866452155E+04,    0.2259817472E+04
  26,0.139E+02,0.577E+00,  3522.881, 0.520E-02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.105E-05,0.105E+04,0.192E-03,.72283E+03,0.411E-03,  30.98694,  -0.03086,    0.3930380414E+04,    0.3980206124E+04,    0.1861323541E+04,    0.2260556340E+04
  27,0.139E+02,0.577E+00,  3522.881, 0.707E-02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.126E-05,0.126E+04,0.218E-03,.73010E+03,0.491E-03,  30.74157,  -0.03045,    0.4101084708E+04,    0.3982340618E+04,    0.1854345755E+04,    0.2261556464E+04
  28,0.139E+02,0.577E+00,  3522.881, 0.963E-02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.152E-05,0.152E+04,0.248E-03,.73967E+03,0.583E-03,  30.41828,  -0.02994,    0.4333710975E+04,    0.3985263873E+04,    0.1844834033E+04,    0.2262910152E+04
  29,0.139E+02,0.577E+00,  3522.881, 0.131E-01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.183E-05,0.183E+04,0.282E-03,.75216E+03,0.691E-03,  29.99665,  -0.02929,    0.4651340263E+04,    0.3989282560E+04,    0.1831841440E+04,    0.2264741138E+04
  30,0.139E+02,0.577E+00,  3522.881, 0.180E-01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.221E-05,0.221E+04,0.323E-03,.76830E+03,0.815E-03,  29.45352,  -0.02849,    0.5085849618E+04,    0.3994831708E+04,    0.1814057983E+04,    0.2267213007E+04
  31,0.139E+02,0.577E+00,  3522.881, 0.247E-01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.266E-05,0.266E+04,0.372E-03,.78889E+03,0.956E-03,  28.76447,  -0.02749,    0.5681102883E+04,    0.4002532537E+04,    0.1789676796E+04,    0.2270536518E+04
  32,0.139E+02,0.577E+00,  3522.881, 0.340E-01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.320E-05,0.320E+04,0.428E-03,.81458E+03,0.111E-02,  27.90629,  -0.02628,    0.6492194277E+04,    0.4013214512E+04,    0.1756419151E+04,    0.2274945222E+04
  33,0.139E+02,0.577E+00,  3522.881, 0.447E-01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.385E-05,0.385E+04,0.411E-03,.84102E+03,0.130E-02,  26.69234,  -0.02508,    0.7411196233E+04,    0.4025590021E+04,    0.1718685362E+04,    0.2279767758E+04
  34,0.139E+02,0.577E+00,  3522.881, 0.572E-01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.464E-05,0.464E+04,0.397E-03,.86836E+03,0.152E-02,  25.67394,  -0.02410,    0.8457077286E+04,    0.4040041140E+04,    0.1675673185E+04,    0.2285023735E+04
  35,0.139E+02,0.577E+00,  3522.881, 0.719E-01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.559E-05,0.559E+04,0.387E-03,.89671E+03,0.177E-02,  24.65179,  -0.02310,    0.9651169575E+04,    0.4057041680E+04,    0.1626472566E+04,    0.2290707593E+04
  36,0.139E+02,0.577E+00,  3522.881, 0.893E-01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.673E-05,0.673E+04,0.380E-03,.92616E+03,0.206E-02,  23.62332,  -0.02207,    0.1101736433E+05,    0.4077187130E+04,    0.1570052945E+04,    0.2296772673E+04
  37,0.139E+02,0.577E+00,  3522.881, 0.110E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.811E-05,0.811E+04,0.375E-03,.95676E+03,0.241E-02,  22.58717,  -0.02101,    0.1258208902E+05,    0.4101234999E+04,    0.1505257406E+04,    0.2303105993E+04
  38,0.139E+02,0.577E+00,  3522.881, 0.135E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.977E-05,0.977E+04,0.374E-03,.98854E+03,0.281E-02,  21.54318,  -0.01994,    0.1437391644E+05,    0.4130160298E+04,    0.1430808887E+04,    0.2309488913E+04
  39,0.139E+02,0.577E+00,  3522.881, 0.165E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.118E-04,0.118E+05,0.375E-03,.10215E+04,0.327E-02,  20.49234,  -0.01884,    0.1642254327E+05,    0.4165233124E+04,    0.1345337913E+04,    0.2315536164E+04
  40,0.139E+02,0.577E+00,  3522.881, 0.201E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.142E-04,0.142E+05,0.380E-03,.10555E+04,0.381E-02,  19.43691,  -0.01771,    0.1875668074E+05,    0.4208128214E+04,    0.1247448841E+04,    0.2320601644E+04
  41,0.139E+02,0.577E+00,  3522.881, 0.246E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.171E-04,0.171E+05,0.389E-03,.10904E+04,0.444E-02,  18.38076,  -0.01657,    0.2140005444E+05,    0.4261079442E+04,    0.1135855549E+04,    0.2323633580E+04
  42,0.139E+02,0.577E+00,  3522.881, 0.303E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.206E-04,0.206E+05,0.402E-03,.11259E+04,0.518E-02,  17.32980,  -0.01542,    0.2436414438E+05,    0.4327092987E+04,    0.1009641471E+04,    0.2322955213E+04
  43,0.139E+02,0.577E+00,  3522.881, 0.373E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.248E-04,0.248E+05,0.421E-03,.11616E+04,0.605E-02,  16.29282,  -0.01426,    0.2763557720E+05,    0.4410224832E+04,    0.8687324961E+03,    0.2315945907E+04
  44,0.139E+02,0.577E+00,  3522.881, 0.464E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.298E-04,0.298E+05,0.447E-03,.11966E+04,0.708E-02,  15.28287,  -0.01310,    0.3115584457E+05,    0.4515897558E+04,    0.7146939178E+03,    0.2298620115E+04
  45,0.139E+02,0.577E+00,  3522.881, 0.581E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.359E-04,0.359E+05,0.480E-03,.12298E+04,0.830E-02,  14.31906,  -0.01196,    0.3479332143E+05,    0.4651158142E+04,    0.5518989356E+03,    0.2265189514E+04
  46,0.139E+02,0.577E+00,  3522.881, 0.734E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.433E-04,0.433E+05,0.522E-03,.12595E+04,0.976E-02,  13.42865,  -0.01087,    0.3831637033E+05,    0.4824654697E+04,    0.3888090154E+03,    0.2207903268E+04
  47,0.139E+02,0.577E+00,  3522.881, 0.937E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.521E-04,0.521E+05,0.571E-03,.12839E+04,0.115E-01,  12.64781,  -0.00985,    0.4139413761E+05,    0.5045997373E+04,    0.2384277095E+03,    0.2117774065E+04
  48,0.139E+02,0.577E+00,  3522.881, 0.120E+01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.628E-04,0.628E+05,0.628E-03,.13009E+04,0.137E-01,  12.01845,  -0.00895,    0.4366719516E+05,    0.5324258196E+04,    0.1163003033E+03,    0.1986907474E+04
  49,0.139E+02,0.577E+00,  3522.881, 0.156E+01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.756E-04,0.756E+05,0.692E-03,.13099E+04,0.164E-01,  11.57754,  -0.00819,    0.4490798642E+05,    0.5665855702E+04,    0.3504167307E+02,    0.1812422791E+04
  50,0.139E+02,0.577E+00,  3522.881, 0.203E+01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.911E-04,0.911E+05,0.763E-03,.13119E+04,0.197E-01,  11.33800,  -0.00758,    0.4520533488E+05,    0.6072726050E+04,   -0.2604175424E+01,    0.1600216210E+04
  51,0.139E+02,0.577E+00,  3522.881, 0.266E+01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.110E-03,0.110E+06,0.842E-03,.13103E+04,0.238E-01,  11.26730,  -0.00709,    0.4501966996E+05,    0.6541700342E+04,   -0.6790810725E+01,    0.1365524224E+04
  52,0.139E+02,0.577E+00,  3522.881, 0.349E+01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.132E-03,0.132E+06,0.929E-03,.13099E+04,0.286E-01,  11.27959,  -0.00663,    0.4499801639E+05,    0.7065135053E+04,    0.4545630886E+01,    0.1128468371E+04
  53,0.139E+02,0.577E+00,  3522.881, 0.460E+01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.159E-03,0.159E+06,0.103E-02,.13142E+04,0.344E-01,  11.26048,  -0.00608,    0.4564345750E+05,    0.7632097780E+04,    0.1603273395E+02,    0.9064613161E+03
  54,0.139E+02,0.577E+00,  3522.881, 0.608E+01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.192E-03,0.192E+06,0.113E-02,.13242E+04,0.411E-01,  11.12225,  -0.00537,    0.4710866079E+05,    0.8229093194E+04,    0.2124610352E+02,    0.7085812654E+03
  55,0.139E+02,0.577E+00,  3522.881, 0.804E+01,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.231E-03,0.231E+06,0.125E-02,.13384E+04,0.490E-01,  10.84473,  -0.00449,    0.4924374491E+05,    0.8838782405E+04,    0.2059762979E+02,    0.5355471933E+03
  56,0.139E+02,0.577E+00,  3522.881, 0.106E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.278E-03,0.278E+06,0.138E-02,.13545E+04,0.583E-01,  10.46523,  -0.00346,    0.5174059835E+05,    0.9435865552E+04,    0.1654988414E+02,    0.3842337468E+03
  57,0.139E+02,0.577E+00,  3522.881, 0.141E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.335E-03,0.335E+06,0.152E-02,.13697E+04,0.695E-01,  10.04456,  -0.00233,    0.5424291406E+05,    0.9983275979E+04,    0.1139680211E+02,    0.2536468066E+03
  58,0.139E+02,0.577E+00,  3522.881, 0.187E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.404E-03,0.404E+06,0.168E-02,.13823E+04,0.829E-01,   9.64187,  -0.00113,    0.5643980038E+05,    0.1043660287E+05,    0.6723902902E+01,    0.1479154893E+03
  59,0.139E+02,0.577E+00,  3522.881, 0.248E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.486E-03,0.486E+06,0.185E-02,.13911E+04,0.992E-01,   9.30026,   0.00010,    0.5814626213E+05,    0.1076117145E+05,    0.3317926800E+01,    0.7273679268E+02
  60,0.139E+02,0.577E+00,  3522.881, 0.329E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.586E-03,0.586E+06,0.204E-02,.13962E+04,0.119E+00,   9.04026,   0.00135,    0.5935353962E+05,    0.1095220848E+05,    0.1318274680E+01,    0.2874598179E+02
  61,0.139E+02,0.577E+00,  3522.881, 0.438E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.705E-03,0.705E+06,0.226E-02,.13986E+04,0.143E+00,   8.85873,   0.00265,    0.6022305839E+05,    0.1103964518E+05,    0.4191336890E+00,    0.8970165769E+01
  62,0.139E+02,0.577E+00,  3522.881, 0.582E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.850E-03,0.850E+06,0.250E-02,.13994E+04,0.172E+00,   8.73307,   0.00403,    0.6099979851E+05,    0.1106978089E+05,    0.1337094784E+00,    0.2692554559E+01
  63,0.139E+02,0.577E+00,  3522.881, 0.774E+02,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.102E-02,0.102E+07,0.277E-02,.13997E+04,0.208E+00,   8.63334,   0.00552,    0.6190023224E+05,    0.1107937656E+05,    0.7633091106E-01,    0.1430572217E+01
  64,0.139E+02,0.577E+00,  3522.881, 0.103E+03,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.123E-02,0.123E+07,0.307E-02,.13998E+04,0.250E+00,   8.53654,   0.00716,    0.6307209966E+05,    0.1108553376E+05,    0.6999024435E-01,    0.1291115800E+01
  65,0.139E+02,0.577E+00,  3522.881, 0.137E+03,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.148E-02,0.148E+07,0.340E-02,.14001E+04,0.301E+00,   8.43159,   0.00898,    0.6463276167E+05,    0.1109298106E+05,    0.6967016395E-01,    0.1284075963E+01
  66,0.139E+02,0.577E+00,  3522.881, 0.183E+03,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.179E-02,0.179E+07,0.377E-02,.14004E+04,0.363E+00,   8.31472,   0.01098,    0.6671639276E+05,    0.1110288486E+05,    0.6966438969E-01,    0.1283948964E+01
  67,0.139E+02,0.577E+00,  3522.881, 0.244E+03,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.215E-02,0.215E+07,0.418E-02,.14008E+04,0.437E+00,   8.18420,   0.01320,    0.6949942303E+05,    0.1111611229E+05,    0.6966436295E-01,    0.1283948376E+01
  68,0.139E+02,0.577E+00,  3522.881, 0.326E+03,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.260E-02,0.260E+07,0.463E-02,.14014E+04,0.526E+00,   8.03839,   0.01565,    0.7321770836E+05,    0.1113378488E+05,    0.6966436293E-01,    0.1283948375E+01
  69,0.139E+02,0.577E+00,  3522.881, 0.435E+03,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.313E-02,0.313E+07,0.514E-02,.14021E+04,0.633E+00,   7.87541,   0.01834,    0.7818674926E+05,    0.1115740217E+05,    0.6966436293E-01,    0.1283948375E+01
  70,0.139E+02,0.577E+00,  3522.881, 0.581E+03,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.376E-02,0.376E+07,0.570E-02,.14031E+04,0.762E+00,   7.69315,   0.02131,    0.8482852594E+05,    0.1118896978E+05,    0.6966436293E-01,    0.1283948375E+01
  71,0.139E+02,0.577E+00,  3522.881, 0.776E+03,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.453E-02,0.453E+07,0.633E-02,.14044E+04,0.917E+00,   7.48913,   0.02458,    0.9370729343E+05,    0.1123116955E+05,    0.6966436293E-01,    0.1283948375E+01
  72,0.139E+02,0.577E+00,  3522.881, 0.104E+04,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.546E-02,0.546E+07,0.703E-02,.14062E+04,0.110E+01,   7.26048,   0.02817,    0.1055772736E+06,    0.1128758622E+05,    0.6966436293E-01,    0.1283948375E+01
  73,0.139E+02,0.577E+00,  3522.881, 0.138E+04,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.100E+10,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.658E-02,0.658E+07,0.780E-02,.14085E+04,0.133E+01,   7.00385,   0.03211,    0.1214461040E+06,    0.1136300898E+05,    0.6966436293E-01,    0.1283948375E+01
