N,Gp,mu,R(J/(K*g)),tau,g(m/s^2),beta,Betav1,Betav2,Betav3,T_irr,P_H(Pa),Gv1,Gv2,Gv3,Gamma1,Gamma2,sigma,P(Pa),Kappa,T,rho,pkpt,pkpr,J1,J2,H1,H2
  78,0.139E+02,0.577E+00,  3522.881, 0.101E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.151E+00,0.753E+04,0.376E-03,.94436E+03,0.226E-02,  22.44908,  -0.02093,    0.1192958520E+05,    0.4091075364E+04,    0.1532301452E+04,    0.2300547497E+04
  79,0.139E+02,0.577E+00,  3522.881, 0.111E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.164E+00,0.821E+04,0.375E-03,.95870E+03,0.243E-02,  21.96615,  -0.02044,    0.1268670552E+05,    0.4102881906E+04,    0.1500918175E+04,    0.2303504906E+04
  80,0.139E+02,0.577E+00,  3522.881, 0.122E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.179E+00,0.895E+04,0.374E-03,.97330E+03,0.261E-02,  21.48168,  -0.01993,    0.1349277635E+05,    0.4115742857E+04,    0.1467453701E+04,    0.2306471053E+04
  81,0.139E+02,0.577E+00,  3522.881, 0.134E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.195E+00,0.975E+04,0.374E-03,.98815E+03,0.280E-02,  20.99581,  -0.01943,    0.1435074623E+05,    0.4129776237E+04,    0.1431773364E+04,    0.2309412647E+04
  82,0.139E+02,0.577E+00,  3522.881, 0.148E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.213E+00,0.106E+05,0.375E-03,.10032E+04,0.301E-02,  20.50871,  -0.01891,    0.1526358103E+05,    0.4145115782E+04,    0.1393739261E+04,    0.2312286970E+04
  83,0.139E+02,0.577E+00,  3522.881, 0.162E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.232E+00,0.116E+05,0.376E-03,.10186E+04,0.323E-02,  20.02065,  -0.01840,    0.1623421417E+05,    0.4161913434E+04,    0.1353211833E+04,    0.2315039719E+04
  84,0.139E+02,0.577E+00,  3522.881, 0.178E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.252E+00,0.126E+05,0.378E-03,.10341E+04,0.346E-02,  19.53195,  -0.01788,    0.1726547947E+05,    0.4180342267E+04,    0.1310052073E+04,    0.2317602352E+04
  85,0.139E+02,0.577E+00,  3522.881, 0.195E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.275E+00,0.138E+05,0.381E-03,.10499E+04,0.372E-02,  19.04301,  -0.01735,    0.1836002148E+05,    0.4200599921E+04,    0.1264124577E+04,    0.2319888868E+04
  86,0.139E+02,0.577E+00,  3522.881, 0.214E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.300E+00,0.150E+05,0.385E-03,.10659E+04,0.399E-02,  18.55433,  -0.01682,    0.1952017679E+05,    0.4222912605E+04,    0.1215301676E+04,    0.2321791872E+04
  87,0.139E+02,0.577E+00,  3522.881, 0.235E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.327E+00,0.163E+05,0.389E-03,.10821E+04,0.429E-02,  18.06651,  -0.01629,    0.2074781795E+05,    0.4247539738E+04,    0.1163469016E+04,    0.2323177827E+04
  88,0.139E+02,0.577E+00,  3522.881, 0.258E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.356E+00,0.178E+05,0.395E-03,.10984E+04,0.460E-02,  17.58026,  -0.01576,    0.2204414990E+05,    0.4274779263E+04,    0.1108532985E+04,    0.2323881329E+04
  89,0.139E+02,0.577E+00,  3522.881, 0.284E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.388E+00,0.194E+05,0.401E-03,.11148E+04,0.494E-02,  17.09646,  -0.01522,    0.2340944711E+05,    0.4304973628E+04,    0.1050430510E+04,    0.2323698317E+04
  90,0.139E+02,0.577E+00,  3522.881, 0.312E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.423E+00,0.212E+05,0.409E-03,.11313E+04,0.531E-02,  16.61615,  -0.01469,    0.2484271873E+05,    0.4338516369E+04,    0.9891417975E+03,    0.2322378132E+04
  91,0.139E+02,0.577E+00,  3522.881, 0.344E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.461E+00,0.231E+05,0.419E-03,.11479E+04,0.570E-02,  16.14057,  -0.01415,    0.2634129015E+05,    0.4375859087E+04,    0.9247066007E+03,    0.2319614466E+04
  92,0.139E+02,0.577E+00,  3522.881, 0.380E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.502E+00,0.251E+05,0.429E-03,.11643E+04,0.612E-02,  15.67123,  -0.01362,    0.2790029356E+05,    0.4417518471E+04,    0.8572444794E+03,    0.2315035440E+04
  93,0.139E+02,0.577E+00,  3522.881, 0.420E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.548E+00,0.274E+05,0.441E-03,.11806E+04,0.658E-02,  15.20991,  -0.01309,    0.2951207050E+05,    0.4464082760E+04,    0.7869792166E+03,    0.2308193354E+04
  94,0.139E+02,0.577E+00,  3522.881, 0.464E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.597E+00,0.298E+05,0.455E-03,.11967E+04,0.708E-02,  14.75876,  -0.01256,    0.3116550820E+05,    0.4516216741E+04,    0.7142668944E+03,    0.2298555129E+04
  95,0.139E+02,0.577E+00,  3522.881, 0.515E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.650E+00,0.325E+05,0.470E-03,.12124E+04,0.761E-02,  14.32028,  -0.01204,    0.3284536137E+05,    0.4574664052E+04,    0.6396260668E+03,    0.2285495127E+04
  96,0.139E+02,0.577E+00,  3522.881, 0.572E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.709E+00,0.354E+05,0.487E-03,.12275E+04,0.820E-02,  13.89741,  -0.01153,    0.3453165443E+05,    0.4640245186E+04,    0.5637668570E+03,    0.2268292832E+04
  97,0.139E+02,0.577E+00,  3522.881, 0.636E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.773E+00,0.386E+05,0.506E-03,.12419E+04,0.883E-02,  13.49352,  -0.01103,    0.3619931236E+05,    0.4713849402E+04,    0.4876137413E+03,    0.2246138750E+04
  98,0.139E+02,0.577E+00,  3522.881, 0.709E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.842E+00,0.421E+05,0.527E-03,.12555E+04,0.952E-02,  13.11240,  -0.01055,    0.3781822288E+05,    0.4796418710E+04,    0.4123145443E+03,    0.2218152529E+04
  99,0.139E+02,0.577E+00,  3522.881, 0.792E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.918E+00,0.459E+05,0.549E-03,.12679E+04,0.103E-01,  12.75814,  -0.01008,    0.3935397009E+05,    0.4888922576E+04,    0.3392264215E+03,    0.2183417408E+04
 100,0.139E+02,0.577E+00,  3522.881, 0.887E+00,25.000,0.840,     0.333,     0.333,     0.333,1122.6,0.500E+05,   0.97563,   0.30823,   0.06788,  16.40001,   0.16864,0.100E+01,0.500E+05,0.573E-03,.12986E+04,0.109E-01,  12.43502,  -0.00964,    0.4076947165E+05,    0.4992322978E+04,    0.2698693877E+03,    0.2141034101E+04
