N,Gp,mu,R(J/(K*g)),tau,g(m/s^2),beta,Betav1,Betav2,Betav3,T_irr(K),P_H(Pa),Gv1,Gv2,Gv3,Gamma1,Gamma2,sigma,P(Pa),Kappa(m^2/kg),T(K),rho,pkpt,pkpr,J1(W/m^2),J2(W/m^2),H1(W/m^2),H2(W/m^2),C1,C3,GAMMA_0,t_th
  69,0.874E+01,.57735E+00,  3522.881, 0.368E+01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.219E-01,0.438E+05,0.983E-03,.19471E+04,0.638E-02,  -1.38308,   0.00490,    0.2197108772E+06,    0.3381871767E+05,    0.7586914839E+02,    0.4673028622E+04,    0.2625432416E+06,    0.2944055304E+06,    0.4318985272E+05,    0.1337966738E+04
  70,0.874E+01,.57735E+00,  3522.881, 0.431E+01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.248E-01,0.495E+05,0.102E-02,.19496E+04,0.721E-02,  -1.44799,   0.00519,    0.2208276568E+06,    0.3522161643E+05,    0.4286644883E+02,    0.3898310105E+04,    0.2625432416E+06,    0.2944055304E+06,    0.3848955595E+05,    0.1280660899E+04
  71,0.874E+01,.57735E+00,  3522.881, 0.505E+01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.280E-01,0.560E+05,0.107E-02,.19511E+04,0.815E-02,  -1.49472,   0.00547,    0.2215554396E+06,    0.3657822055E+05,    0.2323963938E+02,    0.3141394255E+04,    0.2625432416E+06,    0.2944055304E+06,    0.3420834511E+05,    0.1225988697E+04
  72,0.874E+01,.57735E+00,  3522.881, 0.592E+01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.317E-01,0.634E+05,0.111E-02,.19521E+04,0.921E-02,  -1.52797,   0.00575,    0.2220197201E+06,    0.3784348471E+05,    0.1266248355E+02,    0.2431325598E+04,    0.2625432416E+06,    0.2944055304E+06,    0.3033747621E+05,    0.1173356330E+04
  73,0.874E+01,.57735E+00,  3522.881, 0.695E+01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.358E-01,0.717E+05,0.116E-02,.19528E+04,0.104E-01,  -1.55243,   0.00604,    0.2223275607E+06,    0.3897471282E+05,    0.7450844664E+01,    0.1795376177E+04,    0.2625432416E+06,    0.2944055304E+06,    0.2686461118E+05,    0.1122310908E+04
  74,0.874E+01,.57735E+00,  3522.881, 0.818E+01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.405E-01,0.811E+05,0.121E-02,.19533E+04,0.118E-01,  -1.57206,   0.00634,    0.2225551419E+06,    0.3993745580E+05,    0.5002401216E+01,    0.1255361146E+04,    0.2625432416E+06,    0.2944055304E+06,    0.2376864461E+05,    0.1072571638E+04
  75,0.874E+01,.57735E+00,  3522.881, 0.962E+01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.459E-01,0.917E+05,0.127E-02,.19537E+04,0.133E-01,  -1.58967,   0.00666,    0.2227479687E+06,    0.4071130090E+05,    0.3806328325E+01,    0.8243252504E+03,    0.2625432416E+06,    0.2944055304E+06,    0.2102008516E+05,    0.1024010084E+04
  76,0.874E+01,.57735E+00,  3522.881, 0.113E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.519E-01,0.104E+06,0.133E-02,.19541E+04,0.151E-01,  -1.60696,   0.00700,    0.2229298776E+06,    0.4129403816E+05,    0.3150293088E+01,    0.5043764197E+03,    0.2625432416E+06,    0.2944055304E+06,    0.1858498771E+05,    0.9765985020E+03
  77,0.874E+01,.57735E+00,  3522.881, 0.134E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.587E-01,0.117E+06,0.140E-02,.19545E+04,0.170E-01,  -1.62485,   0.00736,    0.2231138829E+06,    0.4170256460E+05,    0.2757531883E+01,    0.2864389389E+03,    0.2625432416E+06,    0.2944055304E+06,    0.1642925891E+05,    0.9303562958E+03
  78,0.874E+01,.57735E+00,  3522.881, 0.158E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.664E-01,0.133E+06,0.147E-02,.19550E+04,0.193E-01,  -1.64388,   0.00775,    0.2233097531E+06,    0.4196947532E+05,    0.2525155758E+01,    0.1524058718E+03,    0.2625432416E+06,    0.2944055304E+06,    0.1452131563E+05,    0.8853146324E+03
  79,0.874E+01,.57735E+00,  3522.881, 0.187E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.751E-01,0.150E+06,0.154E-02,.19554E+04,0.218E-01,  -1.66449,   0.00817,    0.2235272941E+06,    0.4213575878E+05,    0.2399695604E+01,    0.7942652442E+02,    0.2625432416E+06,    0.2944055304E+06,    0.1283294519E+05,    0.8415014150E+03
  80,0.874E+01,.57735E+00,  3522.881, 0.221E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.849E-01,0.170E+06,0.162E-02,.19560E+04,0.247E-01,  -1.68710,   0.00861,    0.2237769556E+06,    0.4224186797E+05,    0.2340702065E+01,    0.4506433029E+02,    0.2625432416E+06,    0.2944055304E+06,    0.1133916574E+05,    0.7989384215E+03
  81,0.874E+01,.57735E+00,  3522.881, 0.261E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.961E-01,0.192E+06,0.171E-02,.19566E+04,0.279E-01,  -1.71217,   0.00910,    0.2240696299E+06,    0.4232049396E+05,    0.2317350820E+01,    0.3146082412E+02,    0.2625432416E+06,    0.2944055304E+06,    0.1001780251E+05,    0.7576422524E+03
  82,0.874E+01,.57735E+00,  3522.881, 0.310E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.109E+00,0.217E+06,0.180E-02,.19574E+04,0.315E-01,  -1.74020,   0.00961,    0.2244166634E+06,    0.4239356531E+05,    0.2309834515E+01,    0.2708207637E+02,    0.2625432416E+06,    0.2944055304E+06,    0.8849107012E+04,    0.7176248260E+03
  83,0.874E+01,.57735E+00,  3522.881, 0.368E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.123E+00,0.246E+06,0.190E-02,.19583E+04,0.356E-01,  -1.77167,   0.01017,    0.2248303255E+06,    0.4247360138E+05,    0.2307944484E+01,    0.2598100736E+02,    0.2625432416E+06,    0.2944055304E+06,    0.7815485067E+04,    0.6788925824E+03
  84,0.874E+01,.57735E+00,  3522.881, 0.438E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.139E+00,0.278E+06,0.201E-02,.19594E+04,0.403E-01,  -1.80713,   0.01077,    0.2253245728E+06,    0.4256732626E+05,    0.2307590496E+01,    0.2577478538E+02,    0.2625432416E+06,    0.2944055304E+06,    0.6901295947E+04,    0.6414451355E+03
  85,0.874E+01,.57735E+00,  3522.881, 0.521E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.157E+00,0.315E+06,0.213E-02,.19607E+04,0.456E-01,  -1.84717,   0.01141,    0.2259158817E+06,    0.4267908049E+05,    0.2307543847E+01,    0.2574760914E+02,    0.2625432416E+06,    0.2944055304E+06,    0.6092673005E+04,    0.6052742535E+03
  86,0.874E+01,.57735E+00,  3522.881, 0.620E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.178E+00,0.356E+06,0.225E-02,.19622E+04,0.515E-01,  -1.89250,   0.01211,    0.2266240511E+06,    0.4281286892E+05,    0.2307539806E+01,    0.2574525513E+02,    0.2625432416E+06,    0.2944055304E+06,    0.5377344541E+04,    0.5703635172E+03
  87,0.874E+01,.57735E+00,  3522.881, 0.739E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.201E+00,0.403E+06,0.239E-02,.19640E+04,0.582E-01,  -1.94392,   0.01286,    0.2274730226E+06,    0.4297325330E+05,    0.2307539594E+01,    0.2574513161E+02,    0.2625432416E+06,    0.2944055304E+06,    0.4744458639E+04,    0.5366885253E+03
  88,0.874E+01,.57735E+00,  3522.881, 0.882E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.228E+00,0.455E+06,0.253E-02,.19662E+04,0.658E-01,  -2.00238,   0.01367,    0.2284918172E+06,    0.4316571972E+05,    0.2307539588E+01,    0.2574512806E+02,    0.2625432416E+06,    0.2944055304E+06,    0.4184420994E+04,    0.5042173971E+03
  89,0.874E+01,.57735E+00,  3522.881, 0.105E+03, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.258E+00,0.515E+06,0.269E-02,.19688E+04,0.743E-01,  -2.06901,   0.01455,    0.2297156696E+06,    0.4339692480E+05,    0.2307539588E+01,    0.2574512801E+02,    0.2625432416E+06,    0.2944055304E+06,    0.3688749633E+04,    0.4729114276E+03
  90,0.874E+01,.57735E+00,  3522.881, 0.126E+03, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.291E+00,0.583E+06,0.286E-02,.19720E+04,0.839E-01,  -2.14515,   0.01550,    0.2311874325E+06,    0.4367496410E+05,    0.2307539588E+01,    0.2574512801E+02,    0.2625432416E+06,    0.2944055304E+06,    0.3249946245E+04,    0.4427258523E+03
  91,0.874E+01,.57735E+00,  3522.881, 0.151E+03, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.330E+00,0.659E+06,0.304E-02,.19758E+04,0.947E-01,  -2.23235,   0.01653,    0.2329593268E+06,    0.4400970296E+05,    0.2307539588E+01,    0.2574512801E+02,    0.2625432416E+06,    0.2944055304E+06,    0.2861382452E+04,    0.4136107353E+03
  92,0.874E+01,.57735E+00,  3522.881, 0.181E+03, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.373E+00,0.746E+06,0.324E-02,.19803E+04,0.107E+00,  -2.33248,   0.01765,    0.2350951360E+06,    0.4441319112E+05,    0.2307539588E+01,    0.2574512801E+02,    0.2625432416E+06,    0.2944055304E+06,    0.2517199326E+04,    0.3855120117E+03
  93,0.874E+01,.57735E+00,  3522.881, 0.217E+03, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.422E+00,0.844E+06,0.346E-02,.19857E+04,0.121E+00,  -2.44771,   0.01887,    0.2376729779E+06,    0.4490018624E+05,    0.2307539588E+01,    0.2574512801E+02,    0.2625432416E+06,    0.2944055304E+06,    0.2212218543E+04,    0.3583727276E+03
  94,0.874E+01,.57735E+00,  3522.881, 0.261E+03, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.477E+00,0.954E+06,0.370E-02,.19922E+04,0.136E+00,  -2.58064,   0.02021,    0.2407888332E+06,    0.4548882062E+05,    0.2307539588E+01,    0.2574512801E+02,    0.2625432416E+06,    0.2944055304E+06,    0.1941863787E+04,    0.3321345309E+03
  95,0.874E+01,.57735E+00,  3522.881, 0.314E+03, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.540E+00,0.108E+07,0.396E-02,.19999E+04,0.153E+00,  -2.73429,   0.02167,    0.2445610819E+06,    0.4620145809E+05,    0.2307539588E+01,    0.2574512801E+02,    0.2625432416E+06,    0.2944055304E+06,    0.1702091053E+04,    0.3067394697E+03
  96,0.874E+01,.57735E+00,  3522.881, 0.378E+03, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.611E+00,0.122E+07,0.424E-02,.20092E+04,0.173E+00,  -2.91224,   0.02328,    0.2491363996E+06,    0.4706580800E+05,    0.2307539588E+01,    0.2574512801E+02,    0.2625432416E+06,    0.2944055304E+06,    0.1489326620E+04,    0.2821321615E+03
  97,0.874E+01,.57735E+00,  3522.881, 0.456E+03, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.691E+00,0.138E+07,0.456E-02,.20204E+04,0.194E+00,  -3.11866,   0.02507,    0.2546975232E+06,    0.4811639223E+05,    0.2307539588E+01,    0.2574512801E+02,    0.2625432416E+06,    0.2944055304E+06,    0.1300411480E+04,    0.2582623813E+03
  98,0.874E+01,.57735E+00,  3522.881, 0.551E+03, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.781E+00,0.156E+07,0.491E-02,.20337E+04,0.218E+00,  -3.35846,   0.02705,    0.2614736310E+06,    0.4939650623E+05,    0.2307539588E+01,    0.2574512801E+02,    0.2625432416E+06,    0.2944055304E+06,    0.1132550970E+04,    0.2350881041E+03
  99,0.874E+01,.57735E+00,  3522.881, 0.668E+03, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.884E+00,0.177E+07,0.530E-02,.20496E+04,0.245E+00,  -3.63734,   0.02926,    0.2697544593E+06,    0.5096088572E+05,    0.2307539588E+01,    0.2574512801E+02,    0.2625432416E+06,    0.2944055304E+06,    0.9832683005E+03,    0.2125789924E+03
 100,0.874E+01,.57735E+00,  3522.881, 0.810E+03, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.100E+01,0.200E+07,0.575E-02,.20686E+04,0.301-313,  -3.96195,   0.03176,    0.2799098765E+06,    0.5287940472E+05,    0.2307539588E+01,    0.2574512801E+02,    0.2625432416E+06,    0.2944055304E+06,    0.0000000000E+00,    0.2159280309-316
