N,Gp,mu,R(J/(K*g)),tau,g(m/s^2),beta,Betav1,Betav2,Betav3,T_irr(K),P_H(Pa),Gv1,Gv2,Gv3,Gamma1,Gamma2,sigma,P(Pa),Kappa(m^2/kg),T(K),rho,pkpt,pkpr,J1(W/m^2),J2(W/m^2),H1(W/m^2),H2(W/m^2),C1,C3,GAMMA_0
  61,0.683E+01,.57735E+00,  3522.881, 0.724E+00,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.816E-02,0.163E+05,0.736E-03,.20353E+04,0.228E-02,  -2.58433,   0.00506,    0.2519806588E+06,    0.4157430878E+05,    0.3417744647E+04,    0.1724115570E+05,    0.4025630978E+06,    0.4533421321E+06,    0.1072245074E+06
  62,0.683E+01,.57735E+00,  3522.881, 0.837E+00,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.923E-02,0.185E+05,0.757E-03,.20527E+04,0.255E-02,  -2.86276,   0.00552,    0.2610160958E+06,    0.4278858319E+05,    0.3006877446E+04,    0.1683558651E+05,    0.4025630978E+06,    0.4533421321E+06,    0.9584919069E+05
  63,0.683E+01,.57735E+00,  3522.881, 0.969E+00,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.104E-01,0.209E+05,0.781E-03,.20698E+04,0.286E-02,  -3.14139,   0.00599,    0.2701955048E+06,    0.4416774562E+05,    0.2590578686E+04,    0.1634047191E+05,    0.4025630978E+06,    0.4533421321E+06,    0.8589957323E+05
  64,0.683E+01,.57735E+00,  3522.881, 0.112E+01,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.118E-01,0.236E+05,0.807E-03,.20865E+04,0.321E-02,  -3.41575,   0.00648,    0.2793365752E+06,    0.4572799939E+05,    0.2177122905E+04,    0.1574074325E+05,    0.4025630978E+06,    0.4533421321E+06,    0.7717604590E+05
  65,0.683E+01,.57735E+00,  3522.881, 0.131E+01,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.134E-01,0.267E+05,0.837E-03,.21024E+04,0.361E-02,  -3.68090,   0.00698,    0.2882233276E+06,    0.4748356037E+05,    0.1776515398E+04,    0.1502140779E+05,    0.4025630978E+06,    0.4533421321E+06,    0.6949677155E+05
  66,0.683E+01,.57735E+00,  3522.881, 0.152E+01,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.151E-01,0.302E+05,0.871E-03,.21171E+04,0.405E-02,  -3.93163,   0.00748,    0.2966162243E+06,    0.4944429037E+05,    0.1399870228E+04,    0.1416921534E+05,    0.4025630978E+06,    0.4533421321E+06,    0.6269536709E+05
  67,0.683E+01,.57735E+00,  3522.881, 0.177E+01,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.171E-01,0.342E+05,0.909E-03,.21302E+04,0.456E-02,  -4.16268,   0.00797,    0.3042708841E+06,    0.5161242371E+05,    0.1058492572E+04,    0.1317512320E+05,    0.4025630978E+06,    0.4533421321E+06,    0.5662030996E+05
  68,0.683E+01,.57735E+00,  3522.881, 0.207E+01,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.193E-01,0.387E+05,0.952E-03,.21415E+04,0.513E-02,  -4.36920,   0.00846,    0.3109662728E+06,    0.5397849061E+05,    0.7625487748E+03,    0.1203752383E+05,    0.4025630978E+06,    0.4533421321E+06,    0.5113688013E+05
  69,0.683E+01,.57735E+00,  3522.881, 0.242E+01,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.219E-01,0.438E+05,0.998E-03,.21507E+04,0.578E-02,  -4.54728,   0.00893,    0.3165396513E+06,    0.5651690139E+05,    0.5194281768E+03,    0.1076588187E+05,    0.4025630978E+06,    0.4533421321E+06,    0.4613178786E+05
  70,0.683E+01,.57735E+00,  3522.881, 0.284E+01,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.248E-01,0.495E+05,0.105E-02,.21579E+04,0.651E-02,  -4.69457,   0.00939,    0.3209204177E+06,    0.5918213059E+05,    0.3321600080E+03,    0.9383993423E+04,    0.4025630978E+06,    0.4533421321E+06,    0.4151920743E+05
  71,0.683E+01,.57735E+00,  3522.881, 0.335E+01,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.280E-01,0.560E+05,0.110E-02,.21632E+04,0.735E-02,  -4.81091,   0.00983,    0.3241505137E+06,    0.6190687924E+05,    0.1984615941E+03,    0.7931687166E+04,    0.4025630978E+06,    0.4533421321E+06,    0.3724522509E+05
  72,0.683E+01,.57735E+00,  3522.881, 0.394E+01,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.317E-01,0.634E+05,0.116E-02,.21668E+04,0.830E-02,  -4.89854,   0.01025,    0.3263792397E+06,    0.6460375149E+05,    0.1109874195E+03,    0.6463702590E+04,    0.4025630978E+06,    0.4533421321E+06,    0.3328695868E+05
  73,0.683E+01,.57735E+00,  3522.881, 0.466E+01,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.358E-01,0.717E+05,0.123E-02,.21692E+04,0.938E-02,  -4.96197,   0.01067,    0.3278283452E+06,    0.6717162132E+05,    0.5897643134E+02,    0.5044941788E+04,    0.4025630978E+06,    0.4533421321E+06,    0.2964420159E+05
  74,0.683E+01,.57735E+00,  3522.881, 0.551E+01,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.405E-01,0.811E+05,0.130E-02,.21707E+04,0.106E-01,  -5.00707,   0.01108,    0.3287374110E+06,    0.6950690724E+05,    0.3083616991E+02,    0.3742289691E+04,    0.4025630978E+06,    0.4533421321E+06,    0.2632542064E+05
  75,0.683E+01,.57735E+00,  3522.881, 0.652E+01,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.459E-01,0.917E+05,0.137E-02,.21716E+04,0.120E-01,  -5.03991,   0.01150,    0.3293114683E+06,    0.7151856096E+05,    0.1664396975E+02,    0.2614384035E+04,    0.4025630978E+06,    0.4533421321E+06,    0.2333388515E+05
  76,0.683E+01,.57735E+00,  3522.881, 0.774E+01,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.519E-01,0.104E+06,0.145E-02,.21722E+04,0.136E-01,  -5.06559,   0.01194,    0.3296924070E+06,    0.7314400253E+05,    0.9554938636E+01,    0.1701603083E+04,    0.4025630978E+06,    0.4533421321E+06,    0.2066008998E+05
  77,0.683E+01,.57735E+00,  3522.881, 0.919E+01,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.587E-01,0.117E+06,0.153E-02,.21727E+04,0.153E-01,  -5.08763,   0.01240,    0.3299610548E+06,    0.7436187876E+05,    0.5776735371E+01,    0.1018846030E+04,    0.4025630978E+06,    0.4533421321E+06,    0.1828245829E+05
  78,0.683E+01,.57735E+00,  3522.881, 0.109E+02,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.664E-01,0.133E+06,0.162E-02,.21730E+04,0.173E-01,  -5.10806,   0.01289,    0.3301586480E+06,    0.7519699908E+05,    0.3606798068E+01,    0.5534013525E+03,    0.4025630978E+06,    0.4533421321E+06,    0.1617304663E+05
  79,0.683E+01,.57735E+00,  3522.881, 0.130E+02,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.751E-01,0.150E+06,0.171E-02,.21732E+04,0.196E-01,  -5.12795,   0.01341,    0.3303093547E+06,    0.7571407657E+05,    0.2360741077E+01,    0.2692457511E+03,    0.4025630978E+06,    0.4533421321E+06,    0.1430322979E+05
  80,0.683E+01,.57735E+00,  3522.881, 0.155E+02,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.849E-01,0.170E+06,0.182E-02,.21734E+04,0.222E-01,  -5.14797,   0.01396,    0.3304327992E+06,    0.7600066520E+05,    0.1704464003E+01,    0.1171983102E+03,    0.4025630978E+06,    0.4533421321E+06,    0.1264667655E+05
  81,0.683E+01,.57735E+00,  3522.881, 0.185E+02,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.961E-01,0.192E+06,0.193E-02,.21736E+04,0.251E-01,  -5.16871,   0.01456,    0.3305469141E+06,    0.7614491903E+05,    0.1405493966E+01,    0.4772635361E+02,    0.4025630978E+06,    0.4533421321E+06,    0.1117993709E+05
  82,0.683E+01,.57735E+00,  3522.881, 0.221E+02,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.109E+00,0.217E+06,0.205E-02,.21738E+04,0.284E-01,  -5.19070,   0.01519,    0.3306667452E+06,    0.7621714320E+05,    0.1292491826E+01,    0.2145763792E+02,    0.4025630978E+06,    0.4533421321E+06,    0.9882047771E+04
  83,0.683E+01,.57735E+00,  3522.881, 0.265E+02,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.123E+00,0.246E+06,0.217E-02,.21740E+04,0.321E-01,  -5.21440,   0.01587,    0.3308035959E+06,    0.7626213534E+05,    0.1258434369E+01,    0.1354029758E+02,    0.4025630978E+06,    0.4533421321E+06,    0.8734098414E+04
  84,0.683E+01,.57735E+00,  3522.881, 0.317E+02,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.139E+00,0.278E+06,0.231E-02,.21743E+04,0.363E-01,  -5.24019,   0.01660,    0.3309657826E+06,    0.7630261472E+05,    0.1250610938E+01,    0.1172158029E+02,    0.4025630978E+06,    0.4533421321E+06,    0.7719022413E+04
  85,0.683E+01,.57735E+00,  3522.881, 0.379E+02,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.157E+00,0.315E+06,0.245E-02,.21746E+04,0.411E-01,  -5.26841,   0.01738,    0.3311602865E+06,    0.7634796942E+05,    0.1249312649E+01,    0.1141976632E+02,    0.4025630978E+06,    0.4533421321E+06,    0.6821518876E+04
  86,0.683E+01,.57735E+00,  3522.881, 0.454E+02,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.178E+00,0.356E+06,0.261E-02,.21750E+04,0.465E-01,  -5.29932,   0.01821,    0.3313942634E+06,    0.7640196973E+05,    0.1249166658E+01,    0.1138582776E+02,    0.4025630978E+06,    0.4533421321E+06,    0.6027971465E+04
  87,0.683E+01,.57735E+00,  3522.881, 0.545E+02,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.201E+00,0.403E+06,0.278E-02,.21755E+04,0.525E-01,  -5.33323,   0.01911,    0.3316759914E+06,    0.7646692535E+05,    0.1249156356E+01,    0.1138343275E+02,    0.4025630978E+06,    0.4533421321E+06,    0.5326316913E+04
  88,0.683E+01,.57735E+00,  3522.881, 0.654E+02,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.228E+00,0.455E+06,0.296E-02,.21760E+04,0.594E-01,  -5.37048,   0.02007,    0.3320154183E+06,    0.7654517940E+05,    0.1249155940E+01,    0.1138333604E+02,    0.4025630978E+06,    0.4533421321E+06,    0.4705885672E+04
  89,0.683E+01,.57735E+00,  3522.881, 0.786E+02,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.258E+00,0.515E+06,0.315E-02,.21767E+04,0.672E-01,  -5.41145,   0.02110,    0.3324245888E+06,    0.7663951245E+05,    0.1249155931E+01,    0.1138333404E+02,    0.4025630978E+06,    0.4533421321E+06,    0.4157244499E+04
  90,0.683E+01,.57735E+00,  3522.881, 0.945E+02,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.291E+00,0.583E+06,0.336E-02,.21775E+04,0.760E-01,  -5.45657,   0.02220,    0.3329181072E+06,    0.7675329167E+05,    0.1249155931E+01,    0.1138333402E+02,    0.4025630978E+06,    0.4533421321E+06,    0.3672053548E+04
  91,0.683E+01,.57735E+00,  3522.881, 0.114E+03,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.330E+00,0.659E+06,0.359E-02,.21785E+04,0.859E-01,  -5.50636,   0.02339,    0.3335136959E+06,    0.7689060289E+05,    0.1249155931E+01,    0.1138333402E+02,    0.4025630978E+06,    0.4533421321E+06,    0.3242939535E+04
  92,0.683E+01,.57735E+00,  3522.881, 0.137E+03,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.373E+00,0.746E+06,0.383E-02,.21797E+04,0.971E-01,  -5.56142,   0.02466,    0.3342328798E+06,    0.7705640865E+05,    0.1249155931E+01,    0.1138333402E+02,    0.4025630978E+06,    0.4533421321E+06,    0.2863383583E+04
  93,0.683E+01,.57735E+00,  3522.881, 0.165E+03,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.422E+00,0.844E+06,0.409E-02,.21811E+04,0.110E+00,  -5.62244,   0.02602,    0.3351018287E+06,    0.7725674226E+05,    0.1249155931E+01,    0.1138333402E+02,    0.4025630978E+06,    0.4533421321E+06,    0.2527622072E+04
  94,0.683E+01,.57735E+00,  3522.881, 0.199E+03,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.477E+00,0.954E+06,0.437E-02,.21828E+04,0.124E+00,  -5.69023,   0.02749,    0.3361523963E+06,    0.7749894753E+05,    0.1249155931E+01,    0.1138333402E+02,    0.4025630978E+06,    0.4533421321E+06,    0.2230558983E+04
  95,0.683E+01,.57735E+00,  3522.881, 0.240E+03,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.540E+00,0.108E+07,0.468E-02,.21849E+04,0.140E+00,  -5.76575,   0.02907,    0.3374234086E+06,    0.7779197568E+05,    0.1249155931E+01,    0.1138333402E+02,    0.4025630978E+06,    0.4533421321E+06,    0.1967688416E+04
  96,0.683E+01,.57735E+00,  3522.881, 0.289E+03,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.611E+00,0.122E+07,0.500E-02,.21873E+04,0.159E+00,  -5.85013,   0.03077,    0.3389622671E+06,    0.7814675499E+05,    0.1249155931E+01,    0.1138333402E+02,    0.4025630978E+06,    0.4533421321E+06,    0.1735026081E+04
  97,0.683E+01,.57735E+00,  3522.881, 0.349E+03,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.691E+00,0.138E+07,0.536E-02,.21903E+04,0.179E+00,  -5.94470,   0.03261,    0.3408269552E+06,    0.7857665334E+05,    0.1249155931E+01,    0.1138333402E+02,    0.4025630978E+06,    0.4533421321E+06,    0.1529048732E+04
  98,0.683E+01,.57735E+00,  3522.881, 0.422E+03,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.781E+00,0.156E+07,0.575E-02,.21940E+04,0.202E+00,  -6.05104,   0.03459,    0.3430885642E+06,    0.7909806065E+05,    0.1249155931E+01,    0.1138333402E+02,    0.4025630978E+06,    0.4533421321E+06,    0.1346640596E+04
  99,0.683E+01,.57735E+00,  3522.881, 0.510E+03,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.884E+00,0.177E+07,0.617E-02,.21984E+04,0.228E+00,  -6.17100,   0.03674,    0.3458344986E+06,    0.7973112776E+05,    0.1249155931E+01,    0.1138333402E+02,    0.4025630978E+06,    0.4533421321E+06,    0.1185045983E+04
 100,0.683E+01,.57735E+00,  3522.881, 0.618E+03,14.311,0.811,   0.33333,   0.33333,   0.33333,2355.2,0.200E+07,  65.83614,   8.70505,   0.20557,   8.28951,   0.20972,0.100E+01,0.200E+07,0.663E-02,.22036E+04,0.258E+00,  -6.30680,   0.03907,    0.3491725764E+06,    0.8050071179E+05,    0.1249155931E+01,    0.1138333402E+02,    0.4025630978E+06,    0.4533421321E+06,    0.1088292750E+04
