N,Gp,mu,R(J/(K*g)),tau,g(m/s^2),beta,Betav1,Betav2,Betav3,T_irr(K),P_H(Pa),Gv1,Gv2,Gv3,Gamma1,Gamma2,sigma,P(Pa),Kappa(m^2/kg),T(K),rho,pkpt,pkpr,J1(W/m^2),J2(W/m^2),H1(W/m^2),H2(W/m^2),C1,C3,GAMMA_0,t_th
  13,0.874E+01,.57735E+00,  3522.881, 0.540E-02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.599E-04,0.120E+03,0.418E-03,.16783E+04,0.202E-04,   3.21615,  -0.00274,    0.6077159494E+05,    0.1881819239E+05,    0.2807444256E+05,    0.1084888342E+05,    0.2625432416E+06,    0.2944055304E+06,    0.1430632482E+08,    0.4915788654E+04
  14,0.874E+01,.57735E+00,  3522.881, 0.662E-02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.736E-04,0.147E+03,0.415E-03,.16724E+04,0.250E-04,   3.32177,  -0.00284,    0.6181652936E+05,    0.1882511957E+05,    0.2734976300E+05,    0.1084810669E+05,    0.2625432416E+06,    0.2944055304E+06,    0.1164201584E+08,    0.4996189704E+04
  15,0.874E+01,.57735E+00,  3522.881, 0.811E-02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.905E-04,0.181E+03,0.413E-03,.16656E+04,0.309E-04,   3.44335,  -0.00296,    0.6305673680E+05,    0.1883357982E+05,    0.2651008056E+05,    0.1084724919E+05,    0.2625432416E+06,    0.2944055304E+06,    0.9467828734E+07,    0.5092278516E+04
  16,0.874E+01,.57735E+00,  3522.881, 0.993E-02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.111E-03,0.223E+03,0.409E-03,.16581E+04,0.381E-04,   3.58150,  -0.00309,    0.6451877822E+05,    0.1884389812E+05,    0.2554916840E+05,    0.1084632762E+05,    0.2625432416E+06,    0.2944055304E+06,    0.7691710927E+07,    0.5205183591E+04
  17,0.874E+01,.57735E+00,  3522.881, 0.122E-01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.137E-03,0.274E+03,0.405E-03,.16498E+04,0.471E-04,   3.73582,  -0.00324,    0.6622957071E+05,    0.1885646563E+05,    0.2446526539E+05,    0.1084537055E+05,    0.2625432416E+06,    0.2944055304E+06,    0.6239164776E+07,    0.5334739135E+04
  18,0.874E+01,.57735E+00,  3522.881, 0.148E-01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.168E-03,0.337E+03,0.401E-03,.16411E+04,0.583E-04,   3.90427,  -0.00340,    0.6821582476E+05,    0.1887175621E+05,    0.2326253880E+05,    0.1084441976E+05,    0.2625432416E+06,    0.2944055304E+06,    0.5050087578E+07,    0.5478450439E+04
  19,0.874E+01,.57735E+00,  3522.881, 0.181E-01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.207E-03,0.414E+03,0.396E-03,.16322E+04,0.720E-04,   4.08263,  -0.00357,    0.7050400967E+05,    0.1889035149E+05,    0.2195215030E+05,    0.1084352950E+05,    0.2625432416E+06,    0.2944055304E+06,    0.4076164021E+07,    0.5630093305E+04
  20,0.874E+01,.57735E+00,  3522.881, 0.221E-01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.255E-03,0.509E+03,0.392E-03,.16239E+04,0.891E-04,   4.26375,  -0.00374,    0.7312134035E+05,    0.1891298052E+05,    0.2055252838E+05,    0.1084276183E+05,    0.2625432416E+06,    0.2944055304E+06,    0.3278678486E+07,    0.5778099742E+04
  21,0.874E+01,.57735E+00,  3522.881, 0.270E-01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.313E-03,0.627E+03,0.389E-03,.16166E+04,0.110E-03,   4.43704,  -0.00390,    0.7609826536E+05,    0.1894058290E+05,    0.1908851284E+05,    0.1084217599E+05,    0.2625432416E+06,    0.2944055304E+06,    0.2626660089E+07,    0.5904217639E+04
  22,0.874E+01,.57735E+00,  3522.881, 0.330E-01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.385E-03,0.771E+03,0.388E-03,.16113E+04,0.136E-03,   4.58817,  -0.00404,    0.7947270871E+05,    0.1897440741E+05,    0.1758920890E+05,    0.1084180823E+05,    0.2625432416E+06,    0.2944055304E+06,    0.2095321094E+07,    0.5983416706E+04
  23,0.874E+01,.57735E+00,  3522.881, 0.403E-01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.474E-03,0.948E+03,0.389E-03,.16091E+04,0.167E-03,   4.69935,  -0.00413,    0.8329580369E+05,    0.1901616047E+05,    0.1608456348E+05,    0.1084163593E+05,    0.2625432416E+06,    0.2944055304E+06,    0.1664769946E+07,    0.5986427851E+04
  24,0.874E+01,.57735E+00,  3522.881, 0.495E-01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.583E-03,0.117E+04,0.395E-03,.16108E+04,0.205E-03,   4.75032,  -0.00415,    0.8763794289E+05,    0.1906821813E+05,    0.1460072174E+05,    0.1084151423E+05,    0.2625432416E+06,    0.2944055304E+06,    0.1318941966E+07,    0.5886091156E+04
  25,0.874E+01,.57735E+00,  3522.881, 0.611E-01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.717E-03,0.143E+04,0.405E-03,.16173E+04,0.252E-03,   4.72062,  -0.00408,    0.9259238308E+05,    0.1913390784E+05,    0.1315426696E+05,    0.1084106559E+05,    0.2625432416E+06,    0.2944055304E+06,    0.1044604838E+07,    0.5667075112E+04
  26,0.874E+01,.57735E+00,  3522.881, 0.759E-01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.881E-03,0.176E+04,0.421E-03,.16292E+04,0.307E-03,   4.59324,  -0.00391,    0.9827106319E+05,    0.1921784617E+05,    0.1174626074E+05,    0.1083949679E+05,    0.2625432416E+06,    0.2944055304E+06,    0.8302813155E+06,    0.5335346242E+04
  27,0.874E+01,.57735E+00,  3522.881, 0.951E-01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.108E-02,0.217E+04,0.442E-03,.16463E+04,0.374E-03,   4.35958,  -0.00361,    0.1047844818E+06,    0.1932628797E+05,    0.1035975795E+05,    0.1083532510E+05,    0.2625432416E+06,    0.2944055304E+06,    0.6651902994E+06,    0.4920959066E+04
  28,0.874E+01,.57735E+00,  3522.881, 0.120E+00, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.133E-02,0.267E+04,0.468E-03,.16679E+04,0.454E-03,   4.02410,  -0.00320,    0.1121988474E+06,    0.1946742425E+05,    0.8968112465E+04,    0.1082602714E+05,    0.2625432416E+06,    0.2944055304E+06,    0.5387670408E+06,    0.4469537414E+04
  29,0.874E+01,.57735E+00,  3522.881, 0.153E+00, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.164E-02,0.328E+04,0.497E-03,.16925E+04,0.550E-03,   3.60555,  -0.00270,    0.1204773160E+06,    0.1965160213E+05,    0.7558539380E+04,    0.1080766554E+05,    0.2625432416E+06,    0.2944055304E+06,    0.4412250304E+06,    0.4025943176E+04
  30,0.874E+01,.57735E+00,  3522.881, 0.195E+00, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.202E-02,0.403E+04,0.528E-03,.17187E+04,0.666E-03,   3.13253,  -0.00213,    0.1294376968E+06,    0.1989152629E+05,    0.6159113062E+04,    0.1077455661E+05,    0.2625432416E+06,    0.2944055304E+06,    0.3645608328E+06,    0.3620824457E+04
  31,0.874E+01,.57735E+00,  3522.881, 0.250E+00, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.248E-02,0.496E+04,0.559E-03,.17453E+04,0.807E-03,   2.63533,  -0.00152,    0.1387719028E+06,    0.2020254996E+05,    0.4843199763E+04,    0.1071900426E+05,    0.2625432416E+06,    0.2944055304E+06,    0.3028986734E+06,    0.3267322918E+04
  32,0.874E+01,.57735E+00,  3522.881, 0.322E+00, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.305E-02,0.610E+04,0.589E-03,.17712E+04,0.978E-03,   2.13958,  -0.00090,    0.1481438081E+06,    0.2060312396E+05,    0.3700367117E+04,    0.1063107821E+05,    0.2625432416E+06,    0.2944055304E+06,    0.2521385049E+06,    0.2965366780E+04
  33,0.874E+01,.57735E+00,  3522.881, 0.415E+00, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.375E-02,0.750E+04,0.619E-03,.17959E+04,0.119E-02,   1.66297,  -0.00029,    0.1573247608E+06,    0.2111538420E+05,    0.2792808624E+04,    0.1049832999E+05,    0.2625432416E+06,    0.2944055304E+06,    0.2095859520E+06,    0.2707435724E+04
  34,0.874E+01,.57735E+00,  3522.881, 0.535E+00, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.461E-02,0.923E+04,0.649E-03,.18195E+04,0.144E-02,   1.21348,   0.00031,    0.1662826103E+06,    0.2176571974E+05,    0.2125226506E+04,    0.1030523869E+05,    0.2625432416E+06,    0.2944055304E+06,    0.1736904302E+06,    0.2483212756E+04
  35,0.874E+01,.57735E+00,  3522.881, 0.689E+00, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.567E-02,0.113E+05,0.680E-03,.18423E+04,0.175E-02,   0.78948,   0.00091,    0.1751444758E+06,    0.2258493885E+05,    0.1645865575E+04,    0.1003228856E+05,    0.2625432416E+06,    0.2944055304E+06,    0.1436534858E+06,    0.2283166422E+04
  36,0.874E+01,.57735E+00,  3522.881, 0.887E+00, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.698E-02,0.140E+05,0.713E-03,.18645E+04,0.212E-02,   0.38391,   0.00151,    0.1840262243E+06,    0.2360738577E+05,    0.1278734589E+04,    0.9655102975E+04,    0.2625432416E+06,    0.2944055304E+06,    0.1189194258E+06,    0.2100888447E+04
  37,0.874E+01,.57735E+00,  3522.881, 0.114E+01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.858E-02,0.172E+05,0.748E-03,.18859E+04,0.258E-02,  -0.00785,   0.00211,    0.1928338430E+06,    0.2486812397E+05,    0.9647857072E+03,    0.9144832694E+04,    0.2625432416E+06,    0.2944055304E+06,    0.9880535811E+05,    0.1933591604E+04
  38,0.874E+01,.57735E+00,  3522.881, 0.148E+01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.106E-01,0.211E+05,0.788E-03,.19056E+04,0.314E-02,  -0.38134,   0.00273,    0.2011866333E+06,    0.2639708547E+05,    0.6822748475E+03,    0.8471509076E+04,    0.2625432416E+06,    0.2944055304E+06,    0.8244807320E+05,    0.1780881833E+04
  39,0.874E+01,.57735E+00,  3522.881, 0.191E+01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.130E-01,0.260E+05,0.832E-03,.19223E+04,0.383E-02,  -0.72242,   0.00335,    0.2085211349E+06,    0.2820895770E+05,    0.4381608678E+03,    0.7611860493E+04,    0.2625432416E+06,    0.2944055304E+06,    0.6896467971E+05,    0.1642995433E+04
  40,0.874E+01,.57735E+00,  3522.881, 0.247E+01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.160E-01,0.319E+05,0.881E-03,.19353E+04,0.468E-02,  -1.01281,   0.00394,    0.2143106380E+06,    0.3028815008E+05,    0.2478278467E+03,    0.6561959755E+04,    0.2625432416E+06,    0.2944055304E+06,    0.5761524531E+05,    0.1519616109E+04
  41,0.874E+01,.57735E+00,  3522.881, 0.320E+01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.196E-01,0.393E+05,0.937E-03,.19440E+04,0.573E-02,  -1.23786,   0.00449,    0.2182976000E+06,    0.3257080357E+05,    0.1196920758E+03,    0.5352443361E+04,    0.2625432416E+06,    0.2944055304E+06,    0.4788579901E+05,    0.1409389233E+04
  42,0.874E+01,.57735E+00,  3522.881, 0.417E+01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.241E-01,0.483E+05,0.100E-02,.19491E+04,0.703E-02,  -1.39332,   0.00501,    0.2206310054E+06,    0.3493121953E+05,    0.4850149949E+02,    0.4059456128E+04,    0.2625432416E+06,    0.2944055304E+06,    0.3949997476E+05,    0.1309887990E+04
  43,0.874E+01,.57735E+00,  3522.881, 0.544E+01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.297E-01,0.594E+05,0.107E-02,.19517E+04,0.864E-02,  -1.48846,   0.00550,    0.2217988628E+06,    0.3718580432E+05,    0.1739824549E+02,    0.2800748305E+04,    0.2625432416E+06,    0.2944055304E+06,    0.3235148521E+05,    0.1218104078E+04
  44,0.874E+01,.57735E+00,  3522.881, 0.712E+01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.365E-01,0.730E+05,0.115E-02,.19529E+04,0.106E-01,  -1.54293,   0.00598,    0.2223646009E+06,    0.3912728495E+05,    0.6965644571E+01,    0.1709659270E+04,    0.2625432416E+06,    0.2944055304E+06,    0.2637754982E+05,    0.1131414597E+04
  45,0.874E+01,.57735E+00,  3522.881, 0.935E+01, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.449E-01,0.898E+05,0.124E-02,.19537E+04,0.130E-01,  -1.57787,   0.00649,    0.2227154145E+06,    0.4058957415E+05,    0.3964419131E+01,    0.8918085595E+03,    0.2625432416E+06,    0.2944055304E+06,    0.2146586760E+05,    0.1048342866E+04
  46,0.874E+01,.57735E+00,  3522.881, 0.123E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.552E-01,0.110E+06,0.134E-02,.19543E+04,0.160E-01,  -1.60760,   0.00706,    0.2230214238E+06,    0.4151930309E+05,    0.2928537230E+01,    0.3831034982E+03,    0.2625432416E+06,    0.2944055304E+06,    0.1745688570E+05,    0.9684806877E+03
  47,0.874E+01,.57735E+00,  3522.881, 0.163E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.679E-01,0.136E+06,0.146E-02,.19550E+04,0.197E-01,  -1.63855,   0.00769,    0.2233470473E+06,    0.4200563006E+05,    0.2495947950E+01,    0.1354360947E+03,    0.2625432416E+06,    0.2944055304E+06,    0.1419039244E+05,    0.8918999986E+03
  48,0.874E+01,.57735E+00,  3522.881, 0.216E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.835E-01,0.167E+06,0.158E-02,.19559E+04,0.242E-01,  -1.67339,   0.00839,    0.2237391232E+06,    0.4222911414E+05,    0.2346312759E+01,    0.4833282085E+02,    0.2625432416E+06,    0.2944055304E+06,    0.1153027366E+05,    0.8187415486E+03
  49,0.874E+01,.57735E+00,  3522.881, 0.286E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.103E+00,0.205E+06,0.173E-02,.19570E+04,0.298E-01,  -1.71420,   0.00919,    0.2242480339E+06,    0.4235935343E+05,    0.2312191209E+01,    0.2845500773E+02,    0.2625432416E+06,    0.2944055304E+06,    0.9365035953E+04,    0.7491090126E+03
  50,0.874E+01,.57735E+00,  3522.881, 0.382E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.126E+00,0.253E+06,0.189E-02,.19585E+04,0.366E-01,  -1.76320,   0.01009,    0.2249285773E+06,    0.4249229938E+05,    0.2307807711E+01,    0.2590132762E+02,    0.2625432416E+06,    0.2944055304E+06,    0.7603030622E+04,    0.6830649716E+03
  51,0.874E+01,.57735E+00,  3522.881, 0.511E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.155E+00,0.311E+06,0.208E-02,.19605E+04,0.450E-01,  -1.82283,   0.01111,    0.2258463500E+06,    0.4266594341E+05,    0.2307545289E+01,    0.2574844964E+02,    0.2625432416E+06,    0.2944055304E+06,    0.6169025381E+04,    0.6206218377E+03
  52,0.874E+01,.57735E+00,  3522.881, 0.685E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.191E+00,0.382E+06,0.228E-02,.19632E+04,0.553E-01,  -1.89591,   0.01227,    0.2270882380E+06,    0.4290056136E+05,    0.2307539619E+01,    0.2574514613E+02,    0.2625432416E+06,    0.2944055304E+06,    0.5001619506E+04,    0.5617298481E+03
  53,0.874E+01,.57735E+00,  3522.881, 0.922E+02, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.235E+00,0.470E+06,0.252E-02,.19668E+04,0.678E-01,  -1.98606,   0.01358,    0.2287734738E+06,    0.4321892910E+05,    0.2307539588E+01,    0.2574512802E+02,    0.2625432416E+06,    0.2944055304E+06,    0.4050849641E+04,    0.5062753590E+03
  54,0.874E+01,.57735E+00,  3522.881, 0.124E+03, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.289E+00,0.578E+06,0.279E-02,.19717E+04,0.832E-01,  -2.09798,   0.01507,    0.2310670042E+06,    0.4365221328E+05,    0.2307539588E+01,    0.2574512801E+02,    0.2625432416E+06,    0.2944055304E+06,    0.3276084211E+04,    0.4540870570E+03
  55,0.874E+01,.57735E+00,  3522.881, 0.168E+03, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.355E+00,0.711E+06,0.310E-02,.19784E+04,0.102E+00,  -2.23793,   0.01678,    0.2341981759E+06,    0.4424374117E+05,    0.2307539588E+01,    0.2574512801E+02,    0.2625432416E+06,    0.2944055304E+06,    0.2644285477E+04,    0.4049459388E+03
  56,0.874E+01,.57735E+00,  3522.881, 0.229E+03, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.437E+00,0.874E+06,0.345E-02,.19874E+04,0.125E+00,  -2.41414,   0.01875,    0.2384878738E+06,    0.4505413298E+05,    0.2307539588E+01,    0.2574512801E+02,    0.2625432416E+06,    0.2944055304E+06,    0.2128595641E+04,    0.3585985151E+03
  57,0.874E+01,.57735E+00,  3522.881, 0.311E+03, 9.356,0.840,   0.33333,   0.33333,   0.33333,2010.4,0.200E+07,  26.37849,   4.12259,   0.17255,  10.28926,   0.17422,0.538E+00,0.108E+07,0.386E-02,.19996E+04,0.153E+00,  -2.63749,   0.02103,    0.2443887482E+06,    0.4616890152E+05,    0.2307539588E+01,    0.2574512801E+02,    0.2625432416E+06,    0.2944055304E+06,    0.1707186367E+04,    0.3147744968E+03
