   1422.10     278.44    1448.00       0.58       0.25   9.36 0.521E+01 0.110E+01 .1433 0.112E+02 .8400 .0710 AUTO      AUTO      SOLAR     SUN       NO        AUTO       Teff,Tint,Teq0,mu,f,grav,Gv1,Gv2,Gv3,Gp,Beta,Ab,ROSS,COEFF,COMP,STAR,CONV,ALBEDO
  
  
(1)N (2)P(Pa)   (3)T(K)   (4)Tau    (5)Kr(m^2/kg)(6)Gradad (7)Gradrad  (8)PRC (Pa)
  84 0.278E+06   1719.382 0.375E+02 0.173E-02 0.263E+00 0.746E-02       NaN
  85 0.315E+06   1720.964 0.446E+02 0.183E-02 0.263E+00 0.886E-02       NaN
  86 0.356E+06   1722.845 0.531E+02 0.193E-02 0.263E+00 0.106E-01       NaN
  87 0.403E+06   1725.088 0.633E+02 0.204E-02 0.262E+00 0.126E-01       NaN
  88 0.455E+06   1727.766 0.756E+02 0.216E-02 0.262E+00 0.150E-01       NaN
  89 0.515E+06   1730.963 0.902E+02 0.230E-02 0.262E+00 0.179E-01       NaN
  90 0.583E+06   1734.780 0.108E+03 0.244E-02 0.262E+00 0.213E-01       NaN
  91 0.659E+06   1739.338 0.129E+03 0.259E-02 0.262E+00 0.253E-01       NaN
  92 0.746E+06   1744.778 0.155E+03 0.276E-02 0.262E+00 0.301E-01       NaN
  93 0.844E+06   1751.270 0.185E+03 0.294E-02 0.262E+00 0.358E-01       NaN
  94 0.954E+06   1759.011 0.222E+03 0.314E-02 0.261E+00 0.424E-01       NaN
  95 0.108E+07   1768.235 0.267E+03 0.335E-02 0.261E+00 0.502E-01       NaN
  96 0.122E+07   1779.215 0.322E+03 0.359E-02 0.261E+00 0.593E-01       NaN
  97 0.138E+07   1792.266 0.388E+03 0.385E-02 0.260E+00 0.698E-01       NaN
  98 0.156E+07   1807.756 0.468E+03 0.414E-02 0.260E+00 0.819E-01       NaN
  99 0.177E+07   1826.109 0.566E+03 0.446E-02 0.259E+00 0.958E-01       NaN
 100 0.200E+07   1847.810 0.685E+03 0.481E-02 0.000E+00 0.000E+00       NaN
